INT	STRING	STRING
296	GCBankAddItemHandler_Info_Err_Command	M®nh l®nh phi pháp
297	GCBankMoneyHandler_Info_Save_Money	GØi ngân lßþng thành công
298	GCBankMoneyHandler_Info_Load_Money	Rút ngân lßþng thành công
299	GCBankRemoveItemhandler_Info_Load_Item_Ok	V§t ph¦m rút khöi ti«n trang thành công
300	GCBankRemoveItemhandler_Info_Exchange_Item_Bank_pag_Ok	Ti«n trang và tay näi trao d±i v§t ph¦m thành công
301	GCBankRemoveItemhandler_Info_Move_Item_Fail	Di chuy¬n v§t ph¦m th¤t bÕi
302	GCBankSwapItemHandler_Info_Item_pag_EXchange_Bank_Ok	V§t ph¦m trao ð±i t× tay näi sang ti«n trang thành công
303	GCBankSwapItemHandler_Info_Item_Bank_EXchange_Pag_Ok	V§t ph¦m trao ð±i t× ti«n trang sang tay näi thành công
304	GCBankSwapItemHandler_Info_Item_Bank_MoveTo_Bank_Ok	Chuy¬n ð±i v¸ trí v§t ph¦m trong ti«n trang thành công
305	GCExchangeApplyHandler_Info_Receive_New_Exchange_Msg	Nh§n ðßþc mµt l¶i ð« ngh¸ giao d¸ch!
306	GCExchangeCancelHandler_Info_Cancel_Exchange	Giao d¸ch ðã b¸ hüy bö
307	GCExchangeErrHandler_Info_You_Are_Locked	Các hÕ ðã ðóng khoá, m¶i thao tác lÕi
308	GCExchangeErrHandler_Info_Over_Exchange_Count	S¯ v§t ph¦m có th¬ giao d¸ch vßþt quá gi¾i hÕn, m¶i thao tác lÕi
309	GCExchangeErrHandler_Info_Doing_Exchange	Các hÕ ðang tiªn hành giao d¸ch
310	GCExchangeErrHandler_Info_Other_Doing_Exchange	Ð¯i phß½ng ðang tiªn hành giao d¸ch
311	GCExchangeErrHandler_Info_Other_Cancel_Exchange	Ð¯i phß½ng ðã hüy bö giao d¸ch
312	GCExchangeErrHandler_Info_Pag_Size_Not_Enough	Túi ðñng ð° không ðü ch²
313	GCExchangeErrHandler_Info_Money_Is_Not_Enough	Không ðü ngân lßþng, m¶i thao tác lÕi
314	GCExchangeErrHandler_Info_Over_Exchange_Range	Ðã vßþt quá phÕm vi có th¬ giao d¸ch
315	GCExchangeErrHandler_Info_Err_Status	Hành vi phi pháp, hüy bö giao d¸ch
316	GCExchangeSuccessHandler_Info_ExchangeSuccess	Giao d¸ch thành công
317	GCGuildErrorHander_Info_Other_Guild_Err	L²i cüa các bang hµi khác
318	GCGuildErrorHander_Info_Condition_Is_Not_Enough	Không ðü ði«u ki®n sáng l§p
319	GCGuildErrorHander_Info_Guild_Name_Err	Tên cüa bang hµi không ðúng
320	GCGuildErrorHander_Info_Guild_Name_Exist	Tên bang hµi bÕn v×a nh§p ðã có trên giang h°, ð« ngh¸ nh§p lÕi
321	GCGuildErrorHander_Info_Can_Not_Create_More_Guild	Không th¬ sáng l§p thêm nhi«u bang hµi næa
322	GCGuildErrorHander_Info_Guild_Member_Is_Full	S¯ ngß¶i trong bang hµi ðã vßþt quá gi¾i hÕn nên không th¬ tiªp nh§n
323	GCGuildErrorHander_Info_Apply_Is_Full	S¯ ngß¶i xin ðång ký ðã ð¥y
324	GCGuildErrorHander_Info_You_Have_Joined	BÕn ðã gia nh§p bang hµi
325	GCGuildErrorHander_Info_Guild_Not_Exist	Bang hµi không t°n tÕi
326	GCGuildErrorHander_Info_No_Right	Không có quy«n hÕn
327	GCGuildErrorHander_Info_No_Job	Không có chÑc vø tr¯ng
328	GCGuildErrorHander_Info_Member_Is_Not_Enough	Thành viên b¸ ði«u chïnh không ðü tß cách
329	GCGuildErrorHander_Info_Guild_Unknow_err	Không biªt l²i cüa bang hµi
330	GCGuildErrorHander_Info_Guild_Money_Is_Full	Kho ngân lßþng cüa bang hµi ðã ð¥y
331	GCGuildReturnHandler_Info_Guild_Other_Operate	Thao tác cüa bang hµi khác
332	GCGuildReturnHandler_Info_Respound_Guild_Create	#{_INFOUSR%s} hß·ng Ñng tÕo l§p b±n bang hµi
333	GCGuildReturnHandler_Info_Guild_Create_Success	TÕo l§p bang hµi thành công
334	GCGuildReturnHandler_Info_Apply_Success_Waite_For_Pass	BÕn ðã gØi ðªn bang hµi %s l¶i ð« ngh¸
335	GCGuildReturnHandler_Info_Kick_Guild_Member	BÕn và #{_INFOUSR%s} chí b¤t ð°ng ðÕo b¤t hþp, bÕn ðã r¶i khöi %s r°i!
336	GCGuildReturnHandler_Info_Leave_Guild	#{_INFOUSR%s} r¶i khöi bang hµi
337	GCGuildReturnHandler_Info_Agree_Join_Guild	#{_INFOUSR%s} phê chu¦n %s gia nh§p bang hµi
338	GCGuildReturnHandler_Info_Guild_Set_Up	Bang hµi chính thÑc thành l§p
339	GCGuildReturnHandler_Info_Guild_Dismiss	Bang hµi giäi tán
340	GCJoinMenpaiHandler_Info_Join_Menpai_Ok	Gia nh§p môn phái thành công!
341	GCJoinMenpaiHandler_Info_Join_Menpai_Fail	Gia nh§p môn phái th¤t bÕi!
342	GCManipulatePetRetHandler_Info_Arrest_Ok	Truy b¡t th¤t bÕi
343	GCManipulatePetRetHandler_Info_Arrest_Fail	Truy b¡t th¤t bÕi
344	GCManipulatePetRetHandler_Info_Arrest__Ok	B¡t thành công, các hÕ có th¬ dùng ALT+X ð¬ m· cµt Trân Thú ð¬ xem thông tin Trân Thú.
345	GCManipulatePetRetHandler_Info_Call_Fail	Kêu g÷i th¤t bÕi
346	GCManipulatePetRetHandler_Info_Call_Ok	Kêu g÷i thành công
347	GCManualAttriResultHandler_Info_Addjust_Attr_Success	Ði«u chïnh thuµc tính thành công
348	GCManualAttriResultHandler_Info_Addjust_Attr_Fail_No_Enough_point	Ði«u chïnh thuµc tính th¤t bÕi, không ðü ði¬m s¯
349	GCManualAttriResultHandler_Info_Addjust_Attr_Fail_No_This_Attri	Ði«u chïnh thuµc tính th¤t bÕi, không có thuµc tính này
350	GCMissionResultHandler_Info_I_Do_Note_Need_This_Item	V§t ph¦m ngß½i cho ta không phäi thÑ ta c¥n!
351	GCPackage_SwipItemHandle_Info_package_Operate_Fail	Thao tác buµc th¤t bÕi
352	GCPickResultHandler_Info_package_Full	Túi ðñng ð° ðã ð¥y!
353	GCPlayerShopErrorHandler_Info_Create_Shop_Need_Level_30	ÐÆng c¤p cüa các hÕ quá th¤p, ðþi ðªn ðÆng c¤p 50 hãy ðªn ðây g£p ta.
354	GCPlayerShopErrorHandler_Info_Shop_Name_Exist	Xin l²i, tên cüa cØa hi®u ðã t°n tÕi, m¶i ð£t tên khác
355	GCPlayerShopErrorHandler_Info_Create_Shop_Money_Is_Not_Enough	Ngân lßþng cüa ngß½i không ðü, khi nào có v¯n thì ðªn tìm ta
356	GCPlayerShopErrorHandler_Info_Create_Shop_Is_Full	Vßþt quá s¯ lßþng cØa hàng cüa h® th¯ng, không th¬ m· thêm næa
357	GCPlayerShopErrorHandler_Info_Cur_Shop_Is_Full	Qu¥y hàng này ðã ð¥y
358	GCPlayerShopErrorHandler_Info_Item_Is_Locked	V§t ph¦m này ðã khóa
359	GCPlayerShopErrorHandler_Info_Data_Changed_ReOpen_Shop	S¯ li®u có thay ð±i, ð« ngh¸ m· lÕi cØa hàng
360	GCPlayerShopErrorHandler_Info_pag_Is_Full	Ô tay näi cüa các hÕ ðã ð¥y
361	GCPlayerShopErrorHandler_Info_Moeny_Not_Enough	Không ðü ngân lßþng
362	GCPlayerShopErrorHandler_Info_Err_Msg	Thông tin phÕm pháp
363	GCRelationHandler_Info_Target_Not_Exist	Ngß¶i ch½i này không t°n tÕi ho£c chßa ðång nh§p
364	GCRelationHandler_Info_Group_Is_Full	S¯ ngß¶i cüa t± này ðã ð¥y, m¶i tham gia vào các t± khác
365	GCRelationHandler_Info_Is_Firend	Ngß¶i này ðã là b¢ng hæu cüa bÕn
366	GCRelationHandler_Info_Is_BlackName	Các hÕ ðã lßu tên ngß¶i này trong danh sách ðen
367	GCRelationHandler_Info_Can_Not_Transition	Chia t± th¤t bÕi
368	GCRelationHandler_Info_Is_Not_Firend	Ngß¶i này không phäi là bÕn t¯t cüa bÕn
369	GCRelationHandler_Info_Is_Not_In_BlackList	Ngß¶i này không có tên trong danh sách ðen cüa bÕn
370	GCRelationHandler_Info_Spouse_To_Black_List	Ngß¶i này không có tên trong danh sách ðen cüa bÕn
371	GCRelationHandler_Info_Spouse_To_Black__List	BÕn không th¬ nh§p tên thê tØ cüa mình vào danh sách ðen
372	GCRelationHandler_Info_Master_To_Black_List	BÕn không th¬ nh§p tên sß phø cüa mình vào danh sách ðen
373	GCRelationHandler_Info_Prentice_To_Black_List	BÕn không th¬ nh§p tên ð® tØ cüa mình vào danh sách ðen
374	GCRelationHandler_Info_Brother_To_Black_List	BÕn không th¬ nh§p tên ð® tØ cüa mình vào danh sách ðen
375	GCRelationHandler_Info_Brother_To_Black__List	BÕn không th¬ nh§p tên huynh ð® kªt nghîa cüa mình vào danh sách ðen
376	GCRelationHandler_Info_Del_Spouse	BÕn không th¬ xóa bö thê tØ cüa mình
377	GCRelationHandler_Info_Del_Master	BÕn không th¬ xóa bö sß phø cüa mình
378	GCRelationHandler_Info_Del_Prentice	BÕn không th¬ xóa bö ð° ð® cüa mình
379	GCRelationHandler_Info_Del_Brother	BÕn không th¬ xóa bö huynh ð® kªt nghîa cüa mình
380	GCRelationHandler_Info_Password_Err	M¶i nh§p m§t mã c¤p 2
381	GCRelationHandler_Info_Reject_Add_Firend	Th§t ðáng tiªc, ð¯i phß½ng t× ch¯i l¶i ð« ngh¸ làm bÕn t¯t
382	GCRelationHandler_Info_Reject_Mail	Ð¯i phß½ng t× ch¯i tiªp nh§n thß t×
383	GCRelationHandler_Info_Reject_Mail_From_stranger	Ð¯i phß½ng t× ch¯i tiªp nh§n thß t×
384	GCRelationHandler_Info_Unknow_Err	G£p mµt l²i sai chßa biªt
385	GCRelationHandler_Info_Other_Firend_Operate	Thao tác khác cüa bÕn t¯t
386	GCRelationHandler_Info_Add_Black_List	BÕn ðßa #{_INFOUSR%s} vào danh sách ðen
387	GCRelationHandler_Info_Add_Firend_List	Các hÕ s¨ b± sung thêm #{_INFOUSR%s} làm bÕn hæu
388	GCRelationHandler_Info_Err_Relation	LoÕi quan h® ngoài ý mu¯n: %d
389	GCRelationHandler_Info_Add_You_To_Firend_List	Xin chú ý, #{_INFOUSR%s} ðã b± sung các hÕ thành bÕn hæu
390	GCReturnTeamFollowHandler_Info_Not_Find_This_Member	Không, tìm th¤y thành viên cüa ðµi nhß · trên
391	GCReturnTeamFollowHandler_Info_Reject_Follow	#{_INFOUSR%s} t× ch¯i ði theo
392	GCReturnTeamFollowHandler_Info_Join_Follow	#{_INFOUSR%s} tham gia ðµi ngû ði theo
393	GCReturnTeamFollowHandler_Info_Exit_Follow	Thoát khöi trÕng thái ði theo ðµi
394	GCReturnTeamFollowHandler_Info_Someone_Exit_Follow	#{_INFOUSR%s} thoát khöi ðµi ngû ði theo
395	GCShopBuyHandler_Info_Money_Is_Not_Enough	Không ðü ngân lßþng
396	GCShopBuyHandler_Info_Pag_Is_Full	Tay näi ðã ð¥y
397	GCShopBuyHandler_Info_Pag_Shop_Data_Change_Reopen	Hàng hóa ðã thay ð±i, m¶i m· lÕi
398	GCShopBuyHandler_Info_Shop_Buy	Các hÕ ðã mua #Y%d#W cái #H%s#W.
399	GCShopBuyHandler_Info_Shop_Buy1	Các hÕ ðã mua #Y%d#W con #H%s#W.
400	GCShopBuyHandler_Info_Shop_Sold	Các hÕ ðã bán #Y%d #Wcái #c01FFFF%s #W
401	GCShopBuyHandler_Info_Shop_Sold1	Các hÕ ðã bán #Y%d #Wchiªc #c02FFFF%s #W
402	GCSplititemResultHandler_Info_Can_Not_Splite	Tay näi ðã ð¥y, không th¬ phân chia
403	GCSplititemResultHandler_Info_Splite_Err	Phân chia th¤t bÕi
404	GCStallApplyHandler_Info_Stall_Err	N½i này không th¬ bày bán
405	GCStallErrHandler_Info_Target_Not_Exist	Nhân v§t này không t°n tÕi
406	GCStallErrHandler_Info_Stall_Info_Changed_ReOpen	Thông tin v¸ trí sÕp hàng ðã thay ð±i, m¶i m· lÕi
407	GCStallErrHandler_Info_Stall_Room_Not_Enough	Ô tay näi cüa các hÕ ðã ð¥y
408	GCStallErrHandler_Info_Stall_Money_Not_Enough	Ngân lßþng không ðü
409	GCStallErrHandler_Info_Stall_Is_Full	V¸ trí sÕp hàng ðã ð¥y
410	GCStallErrHandler_Info_Stall_Owner_Not_Stall	Chü sÕp ðã d÷n hàng
411	GCStallErrHandler_Info_Can_Not_Sell	Không th¬ bán v§t ph¦m này
412	GCStallErrHandler_Info_Moeny_Is_Not_Enough	Không ðü ngân lßþng, không th¬ bày sÕp hàng
413	GCStallErrHandler_Info_Err_Msg	Thông tin phÕm pháp
414	GCTeamAskApplyhandler_Info_Someone_Apply_Team	Có ngß¶i mu¯n nh§p ðµi ð¤y.
415	GCTeamAskInviteHandler_Info_Receive_Invite	Nh§n ðßþc mµt l¶i m¶i m¾i.
416	GCTeamErrorHandler_Info_Target_Join_Team	Ð¯i phß½ng ðã gia nh§p ðµi ngû khác.
417	GCTeamErrorHandler_Info_Target_Reject_Invite	Ð¯i phß½ng t× ch¯i l¶i m¶i cüa các hÕ.
418	GCTeamErrorHandler_Info_You_Team_Is_Full	Ðµi ngû cüa bÕn ðã ðü ngß¶i, không th¬ m¶i thêm.
419	GCTeamErrorHandler_Info_Leader_Reject_Inviter_Join	Ðµi trß·ng t× ch¯i ngß¶i ðßþc m¶i gia nh§p.
420	GCTeamErrorHandler_Info_Leader_Can_Dismiss_Team	Chï có ðµi trß·ng m¾i ðßþc phép giäi tán ðµi ngû.
421	GCTeamErrorHandler_Info_Leader_Can_Kick_Member	Chï có ðµi trß·ng m¾i ðßþc phép khai tr× thành viên cüa ðµi.
422	GCTeamErrorHandler_Info_Target_Join_Other_Team	Ð¯i phß½ng ðã gia nh§p ðµi ngû khác.
423	GCTeamErrorHandler_Info_Target_No_Team	Ð¯i phß½ng vçn chßa có ðµi ngû.
424	GCTeamErrorHandler_Info_Leader_Reject_Apply	Ðµi trß·ng t× ch¯i ngß¶i xin gia nh§p ðµi.
425	GCTeamErrorHandler_Info_Target_Team_Is_Full	Ðµi ngû này quá nhi«u ngß¶i nên các hÕ không th¬ gia nh§p næa.
426	GCTeamErrorHandler_Info_Leader_Change	Ðµi trß·ng ðã b¸ thay r°i, m¶i gØi lÕi yêu c¥u gia nh§p ðµi.
427	GCTeamErrorHandler_Info_You_Are_Not_Leader_Can_Not_Appoint	BÕn vçn l§p ðµi ngû nên không th¬ chï ð¸nh ngß¶i khác làm ðµi trß·ng.
428	GCTeamErrorHandler_Info_Can_Not_Appoint_Not_Member	Sau khi ð¯i phß½ng gia nh§p ðµi m¾i có th¬ chï ð¸nh làm ðµi trß·ng.
429	GCTeamErrorHandler_Info_Can_Not_Appoint_Member_Leave	Do ngß¶i này ðã r¶i khöi ðµi ngû, chï ð¸nh ðµi trß·ng th¤t bÕi.
430	GCTeamErrorHandler_Info_Can_Not_Appoint_You_Not_Leader	BÕn kh°ng phäi ðµi trß·ng, không th¬ chï ð¸nh ngß¶i khác làm ðµi trß·ng.
431	GCTeamErrorHandler_Info_Target_Leader_Not_Respone	Ðµi trß·ng cüa nhóm này chßa th¬ trä l¶i ð« ngh¸ cüa bÕn.
432	GCTeamErrorHandler_Info_Invitor_Not_In_Team	Ngß¶i m¶i ðã không còn · trong ðµi ngû, thao tác th¤t bÕi.
433	GCTeamErrorHandler_Info_You_Leave_Old_Then_Join_New	Các hÕ ðã gia nh§p vào 1 ðµi ngû r°i.
434	GCTeamErrorHandler_Info_Team_Is_Full	S¯ lßþng ngß¶i cüa ðµi ngû ðã vßþt quá gi¾i hÕn, không th¬ thêm ðµi viên.
435	GCTeamErrorHandler_Info_Target_Set_Refuse_Invite	Ð¯i phß½ng ðã cài ð£t t× ch¯i l¶i m¶i gia nh§p ðµi.
436	GCTeamErrorHandler_Info_Target_Is_Not_Online	Ð¯i phß½ng ðã r¶i mÕng, gia nh§p th¤t bÕi.
437	GCTeamFollowErrorHandler_Info_Too_Far_To_Leader	BÕn · quá xa ðµi trß·ng.
438	GCTeamFollowErrorHandler_Info_Can_Not_Move_Self	Hi®n gi¶ bÕn không th¬ hành ðµng mµt mình.
439	GCTeamFollowErrorHandler_Info_Stall_Can_Not_Follow_Team	Trong quá trình bày sÕp hàng không th¬ ði theo ðµi ngû.
440	GCTeamFollowErrorHandler_Info_In_Follow	Ðµi ngû ðã không còn ði theo.
441	GCUnEquipResultHandler_Info_Pag_Is_Full	Túi ðñng ð° ðã ð¥y!
442	GCUnEquipResultHandler_Info_Pos_Has_Item	V¸ trí này ðã có v§t ph¦m!
443	GCXinfaStudyInfohandler_Info_Not_Join_Menpai	Ngß½i chßa gia nh§p môn phái cüa ta!
444	LCRetCharListHandler_Info_Get_Char_Info_Err	Thông tin nhân v§t nh§n b¸ l²i!
445	LCRetCharListHandler_Info_Get_Char_Info_Err_Server_Busy	Thông tin nhân v§t nh§n b¸ l²i! Máy chü ðang b§n
446	LCRetCharListHandler_Info_Get_Char_Info_Err_Operate_Busy	Thông tin nhân v§t nh§n b¸ l²i! T¥n su¤t thao tác vßþt quá mÑc ðµ cho phép
447	LCRetCharListHandler_Info_Unknow_Err	L²i không nh§n biªt ðßþc!
448	LCRetCharLoginHandler_Info_Server_Is_Full	S¯ ngß¶i server ðã ð¥y, ch¶ lát thØ ðång nh§p lÕi!
449	LCRetCharLoginHandler_Info_Server_Is_Busy_Retry	Máy chü ðang b§n, m¶i thØ lÕi!
450	LCRetCharLoginHandler_Info_Server_Operate_Busy	T¥n su¤t thao tác vßþt quá mÑc ðµ cho phép
451	LCRetCharLoginHandler_Info_Server_Not_Owner	Không phäi ngß¶i s· hæu nhân v§t
452	LCRetCharLoginHandler_Info_Server_Stop	Ðang bäo dßÞng máy chü
453	LCRetCharLoginHandler_Info_Server_InvalidScene	Tình hu¯ng phi pháp
454	LCRetCharLoginHandler_Info_Unknow_Err	L²i không nh§n biªt ðßþc!
455	LCRetCreateCharHandler_Info_Server_Busy_Retry	Máy chü ðang b§n, m¶i thØ lÕi!
456	LCRetCreateCharHandler_Info_Operate_Busy	T¥n su¤t thao tác vßþt quá mÑc ðµ cho phép!
457	LCRetCreateCharHandler_Info_Role_Is_Full	Nhân v§t ðã ðü!
458	LCRetCreateCharHandler_Info_Err_Operate_Produce	L²i quy trình thao tác!
459	LCRetCreateCharHandler_Info_Err	L²i nµi bµ!
460	LCRetCreateCharHandler_Info_Unknow_Err	L²i không nh§n biªt ðßþc!
461	LCRetDeleteCharHandler_Info_Server_Busy_Retry	Máy chü ðang b§n, m¶i thØ lÕi!
462	LCRetDeleteCharHandler_Info_Operate_Busy	T¥n su¤t thao tác vßþt quá mÑc ðµ cho phép!
463	LCRetDeleteCharHandler_Info_No_Role_Del	Chßa loÕi bö nhân v§t
464	LCRetDeleteCharHandler_Info_Err_Produce	L²i quy trình thao tác!
465	LCRetDeleteCharHandler_Info_Err	L²i nµi bµ!
466	LCRetDeleteCharHandler_Info_Unknow_err	L²i không nh§n biªt ðßþc!
467	LCRetLoginHandler_Info_UserId_Password_Err	Tên tài khoän ho£c m§t mã nh§p vào không ðúng, mong các hÕ nh§p lÕi
468	LCRetLoginHandler_Info_Point_Is_Not_Enough	Ði¬m s¯ không ðü!
469	LCRetLoginHandler_Info_Server_Is_Stop	Server ðang trong tình trÕng bäo dßÞng !
470	LCRetLoginHandler_Info_Unknow_Err	L²i không nh§n biªt ðßþc!
471	LCStatusHandler_Info_Unknow_Err	Sever ðã ð¥y, bÕn ðßþc xªp thÑ %d và c¥n khoäng %s
472	GMAI_Base_Info_You_Stalling	Các hÕ ðang bày hàng..
473	GMAI_Base_Info_Stall_Can_Not_Move	Không th¬ di chuy¬n khi bày sÕp hàng
474	GMAI_Base_Info_Stall_Can_User_Skill	Không th¬ sØ døng kÛ nång khi bày sÕp hàng
475	GMAI_Base_Info_Payer_Level_Not_Enough	ÐÆng c¤p nhân v§t không ðü.
476	GMAI_Base_Info_Payer_Skill_Level_Not_Enough	Ðång c¤p KÛ nång không ðü.
477	GMAI_Base_Info_No_Operate_Platform	Không có khoäng không ðü rµng ð¬ thao tác.
478	GMAI_Base_Info_Enter_Follow_Staus	Các hÕ ðang ði theo.
479	GMAI_Base_Info_Exit_Follow_Staus	Các hÕ không ði theo næa.
480	GMAI_Base_Info_Can_Not_Enter_Follow_Staus	Không th¬ ði theo næa!
481	GMAI_Base_Info_Team_Follow_Staus	TrÕng thái ði theo ðµi
482	GMAI_Base_Info_Not_Allow_Operate	Không cho phép tiªn hành thao tác này!
483	Obj_Item_Info_Item_Can_Not_Discard	V§t ph¦m này không th¬ vÑt bö
484	Obj_Item_Info_Item_Can_Not_Overlay	V§t ph¦m này không th¬ xªp ch°ng
485	Obj_Item_Info_Item_Can_Not_In_ShortCut	V§t ph¦m này không th¬ ð£t vào ô ch÷n lña nhanh
486	Obj_Item_Info_Item_Can_Not_Sell	V§t ph¦m này không th¬ bán
487	Obj_Item_Info_Item_Can_Not_Exchange	V§t ph¦m này không th¬ giao d¸ch
488	Obj_Item_Info_Item_Can_Not_Use	V§t ph¦m này không th¬ sØ døng
489	Obj_Item_Info_Item_Bind	V§t ph¦m này ðã ðßþc ch÷n lña
490	Obj_Item_Medicine_Info_Learned	#r#cFFCF00 ðã h÷c
491	Obj_ItemBox_Info_MuXiang	V§t ph¦m/tay näi. obj
492	GMTripperObj_Resource_Info_Level_Not_Enough	Không ðü ðÆng c¤p
493	GMTripperObj_Resource_Info_Equip_First	Các hÕ phäi trang b¸ %s lên ðã
494	GMTripperObj_Resource_Info_You_Must_Do	Các hÕ vçn chßa có %s
495	GMTripperObj_Resource_Info_Too_Far	Cñ li quá xa!
496	INVALID_CHARACTER_IN_NAME	Tên nhân v§t không bao g°m nhæng ký hi®u phi pháp '%s'
497	INVALID_STRING_IN_NAME	Ð« ngh¸ các hÕ chú ý ngôn t× cüa mình, m¶i viªt lÕi
498	Login_Create_Role_Doing	Ðang thao tác..
499	Login_enterscene_rejected	Yêu c¥u ðång nh§p ðã b¸ máy chü t× ch¯i!
500	MinorPassword_Set_Password_Ok	Cài ð£t m§t mã c¤p 2 thành công!
501	MinorPassword_Set_Password_Fail	Cài ð£t m§t mã c¤p 2 th¤t bÕi!
502	MinorPassword_Modify_Password_OK	Thay ð±i m§t mã thành công!
503	MinorPassword_Modify_Password_Fail	BÕn ðã nh§p m§t mã không ðúng, m¶i nh§p lÕi!
504	MinorPassword_Unlock_Password_Ok	M§t mã m· khóa thành công!
505	MinorPassword_Unlock_Password_Fail	M§t mã m· khóa th¤t bÕi!
506	MinorPassword_Unlock_Password_Vigor_Not_Enough	MÑc tinh lñc không ðü!
507	MinorPassword_Apply_Force_Unlock_Password	Các hÕ b¡t buµc loÕi bö m§t mã
508	MinorPassword_Force_Unlock_Password_OK	B¡t buµc hüy bö m§t mã thành công!
509	MinorPassword_Force_Unlock_Password_Fail	B¡t buµc hüy bö m§t mã th¤t bÕi!
510	MinorPassword_Apply_Force_Unlock_Password_Time	Ð« ngh¸ sau %d tiªng ð°ng næa tiªp tøc tái xác nh§n b¡t buµc hüy bö m§t mã
511	GMGameInterface_Script_Talk_Info_Obj_Error	#{_INFOUSR%s} không online ho£c nhân v§t không t°n tÕi
512	GMGameInterface_Script_Talk_Info_Act_Error	#RL²i ðµng tác sØ døng, ð« ngh¸ ki¬m tra lÕi! #BCäm ½n!
513	Obj_Character_StandUp_ActName	Ng°i xu¯ng 1c
514	UI_OPERATE_IDENTIFY_EQUIP_ONLY	Chï có th¬ giám ð¸nh vû khí và trang b¸
515	UI_OPERATE_CAN_NOT_IDENTIFY_HEIGHT_LEVEL	Không th¬ giám ð¸nh ðÕo cø có ðÆng c¤p cao h½n quy¬n trøc
516	UI_OPERATE_IDENTIFY_FAIL	Giám ð¸nh th¤t bÕi
517	UI_OPERATE_IDENTIFY_BLUE_EQUIP_ONLY	Chï có th¬ giám ð¸nh trang b¸ màu xanh chßa qua giám ð¸nh
518	UI_IPERATE_EQUIP_HAVE_IDENTIFY	Vû khí trang b¸ ðã ðßþc giám ð¸nh
519	Login_Create_Role_Name_Exist	Tên nhân v§t ðã t°n tÕi
520	GMGameInterface_Script_Talk_Info_Obj_PingBi	#{_INFOUSR%s} các hÕ ðã che ðßþc r°i
521	GMGameInterface_Script_Pet_NoFeedFood	Các hÕ chßa có lß½ng thñc thích hþp cho vi®c nuôi dßÞng
522	GMGameInterface_Script_Pet_NoNeedDemo	Không c¥n thu¥n dßÞng
523	GMGameInterface_Script_Pet_NoDemoFood	Các hÕ chßa có ðÕo cø ð¬ thu¥n dßÞng
524	GCExchangeCancelHandler_Info_MsgEmpty_Exchange	Các hÕ chßa nh§p thông tin c¥n nh¡n gØi.
525	Cannot_Use_The_Pet_Skill	Các hÕ không th¬ sØ døng kÛ nång cüa Trân Thú khi chßa ðßþc thä ra.
526	GMGameInterface_Script_Talk_Info_CantUseInThisChannel	#rKhông th¬ sØ døng trong kênh này.
527	GMGameInterface_Script_Talk_Info_InvalidTalkContent	#rKhông có nµi dung nào có th¬ gØi.
528	GMGameInterface_Script_Talk_Info_InvalidTargetUser	#rTên cüa ð¯i tßþng mu¯n nói chuy®n riêng không ðúng.
