INT	STRING	FLOAT	FLOAT	FLOAT	FLOAT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING		
INT	STRING	FLOAT	FLOAT	FLOAT	FLOAT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING		
3703	npc粮仓20130917.obj	1	2	1	0.15	182	183	184																																	
3704	npc水缸20130917.obj	1	2	1	0.15	182	183	184																																	
3705	npc西夏士兵的长刀20130917.obj	1	2	1	0.15	182	183	184																																	
3706	npc西夏士兵的铠甲20130917.obj	1	2	1	0.15	182	183	184																																	
3707	npc西夏士兵的头盔20130917.obj	1	2	1	0.15	182	183	184																																	
3708	npc陶土罐20130917.obj	1	2	1	0.15	182	183	184																																	
3709	npc新掩埋的坟墓a130901.obj	1	2	1	0.15	182	183	184																																	
3710	npc新掩埋的坟墓b130901.obj	1	2	1	0.15	182	183	184																																	
3711	npc新掩埋的坟墓c130901.obj	1	2	1	0.15	182	183	184																																	
3712	npc狐狸笼子130831.obj	1	2	1	0.15	182	183	184																																	
3713	男孩襁褓期130826.obj	1	2	1	0.15	182	183	184	男孩襁褓期130826.txt																																
3714	女孩襁褓期130826.obj	1	2	1	0.15	182	183	184	女孩襁褓期130826.txt																																
3715	男孩婴儿期130829.obj	1	2	1	0.15	182	183	184	男孩婴儿期130826.txt																																
3716	女孩婴儿期130829.obj	1	2	1	0.15	182	183	184	女孩婴儿期130826.txt																																
3717	男孩幼儿期20130906.obj	1	2	0.85	0.15	182	183	184	男孩幼儿期20130906.txt																																
3718	女孩幼儿期20130906.obj	1	2	0.85	0.15	182	183	184	女孩幼儿期20130906.txt																																
3719	男孩儿童期130916.obj	1	2	1	0.15	182	183	184	男孩儿童期20130916.txt																																
3720	女孩儿童期130918.obj	1	2	1	0.15	182	183	184	女孩儿童期20130918.txt																																
3721	npc木赫.obj	1	2	1	0.15	182	183	184	npc木赫.txt																																
3722	npc纳塔.obj	1	2	1	0.15	182	183	184	npc纳塔.txt																																
3723	仙海虫.obj	1	2	1	0.15	182	183	184	仙海虫.txt																																
3724	npc衣衫褴褛的恶汉.obj	1	2	1	0.15	182	183	184	npc衣衫褴褛的恶汉.txt																																
3725	npc段誉20130904.obj	1	2	1	0.15	182	183	184	npc段誉20130904.txt																																
3726	npc神农帮喽啰20130911.obj	1	2	1	0.15	182	183	184	npc神农帮喽啰20130911.txt																																
3727	npc神农帮堂主20130911.obj	1	2	1	0.15	182	183	184	npc神农帮堂主20130911.txt																																
3728	npc钟灵.obj	1	2	1	0.15	182	183	184	npc钟灵.txt																																
3729	神农帮精英与无量剑弟子打斗.obj	1	2	1	0.15	182	183	184	神农帮精英与无量剑弟子打斗.txt																																
3730	npc不起眼的土堆.obj	1	2	1	0.15	182	183	184																																	
3731	npc神农帮精英20130911.obj	1	2	1	0.15	182	183	184	npc神农帮精英20130911.txt																																
3732	npc司空玄.obj	1	2	1	0.15	182	183	184	npc司空玄.txt																																
3733	骑乘黑玫瑰130729.obj	1	2	1	0.15	191	192	193	骑乘黑玫瑰130729.txt																																
3734	张全祥.obj	1	2	1	0.15	191	192	193	ALL受伤.txt																																
3735	丐帮弟子.obj	1	2	1	0.15	191	192	193	ALL受伤.txt																																
3736	中年乞丐.obj	1	2	1	0.15	191	192	193	ALL受伤.txt																																
3737	珍兽迅雷蜂鸟130911.obj	1	2	1	0.15	191	192	193	珍兽迅雷蜂鸟130911.txt																																
3738	npc新云炉130929.obj	1	2	1	0.15	182	183	184																																	
3739	npc求子观音长孙婆婆130927.obj	1	2	1	0.15	191	192	193	npc求子观音长孙婆婆130927.txt																																
3740	npc爱满天下张大叔130927.obj	1	2	1	0.15	191	192	193	npc爱满天下张大叔130927.txt																																
3741	钟汉良萧峰.obj	1	2	1	0.15	191	192	193	npc乔峰20130926.txt																																
3742	珍兽闪电貂130729.obj	1	2	1	0.15	182	183	184	珍兽闪电貂130729.txt																																
3743	npc木碗清130922.obj	1	2	1	0.15	191	192	193	npc木碗清130922.txt																																
3744	npc程青霜20130911.obj	1	2	1	0.15	191	192	193	npc程青霜20130911.txt																																
3745	npc澹台子羽20130912.obj	1	2	1	0.15	191	192	193	npc澹台子羽20130912.txt																																
3746	npc海风子20130912.obj	1	2	1	0.15	191	192	193	npc海风子20130912.txt																																
3747	npc慧易20130912.obj	1	2	1	0.15	191	192	193	npc慧易20130912.txt																																
3748	npc简宁20130916.obj	1	2	1	0.15	191	192	193	npc简宁20130916.txt																																
3749	npc路三娘20130916.obj	1	2	1	0.15	191	192	193	npc路三娘20130916.txt																																
3750	npc慕容传20130913.obj	1	2	1	0.15	191	192	193	npc慕容传20130913.txt																																
3751	npc破贪20130916.obj	1	2	1	0.15	191	192	193	npc破贪20130916.txt																																
3752	npc石宝20130916.obj	1	2	1	0.15	191	192	193	npc石宝20130916.txt																																
3753	npc唐昱20130918.obj	1	2	1	0.15	191	192	193	npc唐昱20130918.txt																																
3754	npc张获20130916.obj	1	2	1	0.15	191	192	193	npc张获20130916.txt																																
3755	林和靖.obj	1	2	1	0.15	191	192	193	受伤的林和靖.txt																																
3756	战斗丐帮弟子.obj	1	2	1	0.15	191	192	193	站立丐帮弟子.txt																																
3757	珍兽毛毛牛1.obj	1	2	1	0.15	182	183	184	珍兽毛毛牛1.txt																																
3758	珍兽毛毛牛2.obj	1	2	1	0.15	182	183	184	珍兽毛毛牛1.txt																																
3759	珍兽毛毛牛3.obj	1	2	1	0.15	182	183	184	珍兽毛毛牛1.txt																																
3760	珍兽毛毛牛4.obj	1	2	1	0.15	182	183	184	珍兽毛毛牛1.txt																																
3761	珍兽毛毛牛5.obj	1	2	1	0.15	182	183	184	珍兽毛毛牛1.txt																																
3762	珍兽毛毛牛6.obj	1	2	1	0.15	182	183	184	珍兽毛毛牛1.txt																																
3763	珍兽毛毛牛7.obj	1	2	1	0.15	182	183	184	珍兽毛毛牛1.txt																																
3764	珍兽毛毛牛8.obj	1	2	1	0.15	182	183	184	珍兽毛毛牛9.txt																																
3765	珍兽毛毛牛9.obj	1	2	1	0.15	182	183	184	珍兽毛毛牛9.txt																																
3766	骑乘藏族套2012062.obj	1	2	1	0.15	182	183	184	骑乘藏族套2012062.txt																																
3767	npc生肖马20131115阿骏.obj	1	2	1.5	0.15	182	183	184	马年生肖马.txt																																
3768	npc生肖蛇2013.obj	1	2	1.5	0.15	182	183	184	马年生肖蛇.txt																																
3769	骑乘水马20131028.obj	1	2	1	0.15	480	481	482	骑乘水马20131028.txt																																
3770	骑乘机械坐骑131017.obj	1	2	1	0.15	182	183	184	骑乘机械坐骑131017.txt																																
3771	珍兽20131015圣诞节小鹿1.obj	1	2	1	0.15	182	183	184	珍兽20131015圣诞节小鹿.txt																																
3772	珍兽20131015圣诞节小鹿2.obj	1	2	1	0.15	182	183	184	珍兽20131015圣诞节小鹿.txt																																
3773	珍兽20131015圣诞节小鹿3.obj	1	2	1	0.15	182	183	184	珍兽20131015圣诞节小鹿.txt																																
3774	珍兽20131015圣诞节小鹿4.obj	1	2	1	0.15	182	183	184	珍兽20131015圣诞节小鹿.txt																																
3775	珍兽20131015圣诞节小鹿5.obj	1	2	1	0.15	182	183	184	珍兽20131015圣诞节小鹿.txt																																
3776	珍兽20131015圣诞节小鹿6.obj	1	2	1	0.15	182	183	184	珍兽20131015圣诞节小鹿.txt																																
3777	珍兽20131015圣诞节小鹿7.obj	1	2	1	0.15	182	183	184	珍兽20131015圣诞节小鹿.txt																																
3778	珍兽20131015圣诞节小鹿8.obj	1	2	1	0.15	182	183	184	珍兽20131015圣诞节小鹿.txt																																
3779	珍兽20131015圣诞节小鹿9.obj	1	2	1	0.15	182	183	184	珍兽20131015圣诞节小鹿.txt																																
3780	骑乘20131128圣诞骑乘.obj	1	2	1	0.15	182	183	184	骑乘企鹅拉车.txt																																
3781	珍兽131106vip马1.obj	1	2	1	0.15	182	183	184	珍兽vip马.txt																																
3782	珍兽131106vip马2.obj	1	2	1	0.15	182	183	184	珍兽vip马.txt																																
3783	珍兽131106vip马6.obj	1	2	1	0.15	182	183	184	珍兽vip马.txt																																
3784	珍兽131106vip马3.obj	1	2	1	0.15	182	183	184	珍兽vip马.txt																																
3785	珍兽131106vip马7.obj	1	2	1	0.15	182	183	184	珍兽vip马.txt																																
3786	珍兽131106vip马8.obj	1	2	1	0.15	182	183	184	珍兽vip马.txt																																
3787	珍兽131106vip马9.obj	1	2	1	0.15	182	183	184	珍兽vip马.txt																																
3788	珍兽131106vip马4.obj	1	2	1	0.15	182	183	184	珍兽vip马.txt																																
3789	珍兽131106vip马5.obj	1	2	1	0.15	182	183	184	珍兽vip马.txt																																
3790	珍兽131112钻石vip马1.obj	1	2	1	0.15	182	183	184	珍兽vip钻石马1.txt																																
3791	珍兽131112钻石vip马2.obj	1	2	1	0.15	182	183	184	珍兽vip钻石马1.txt																																
3792	珍兽131112钻石vip马3.obj	1	2	1	0.15	182	183	184	珍兽vip钻石马3.txt																																
3793	珍兽131112钻石vip马4.obj	1	2	1	0.15	182	183	184	珍兽vip钻石马3.txt																																
3794	珍兽131112钻石vip马6.obj	1	2	1	0.15	182	183	184	珍兽vip钻石马3.txt																																
3795	珍兽131112钻石vip马7.obj	1	2	1	0.15	182	183	184	珍兽vip钻石马3.txt																																
3796	珍兽131112钻石vip马8.obj	1	2	1	0.15	182	183	184	珍兽vip钻石马3.txt																																
3797	珍兽131112钻石vip马9.obj	1	2	1	0.15	182	183	184	珍兽vip钻石马8.txt																																
3798	珍兽131112钻石vip马5.obj	1	2	1	0.15	182	183	184	珍兽vip钻石马8.txt																																
3799	npc大锅.obj	1	2	1	0.15	182	183	184	npc箭靶子130926.txt																																
3800	子女变身段誉.obj	1	2	1	0.15	182	183	184	儿童期段誉.txt																																
3801	子女变身乔峰.obj	1	2	1	0.15	182	183	184	儿童期萧峰.txt																																
3802	子女变身虚竹.obj	1	2	1	0.15	182	183	184	儿童期虚竹.txt																																
3803	子女变身王语嫣.obj	1	2	1	0.15	182	183	184	儿童期王语嫣.txt																																
3805	珍兽131125新年火炮熊猫01.obj	1	2	1.5	0.15	182	183	184	火炮熊猫1.txt																																
3806	珍兽131125新年火炮熊猫02.obj	1	2	1.5	0.15	182	183	184	火炮熊猫1.txt																																
3807	珍兽131125新年火炮熊猫03.obj	1	2	1.5	0.15	182	183	184	火炮熊猫1.txt																																
3808	珍兽131125新年火炮熊猫05.obj	1	2	1.5	0.15	182	183	184	火炮熊猫2.txt																																
3809	珍兽131125新年火炮熊猫04.obj	1	2	1.5	0.15	182	183	184	火炮熊猫2.txt																																
3810	珍兽131125新年火炮熊猫06.obj	1	2	1.5	0.15	182	183	184	火炮熊猫2.txt																																
3811	珍兽131125新年火炮熊猫07.obj	1	2	1.5	0.15	182	183	184	火炮熊猫2.txt																																
3812	珍兽131125新年火炮熊猫08.obj	1	2	1.5	0.15	182	183	184	火炮熊猫3.txt																																
3813	珍兽131125新年火炮熊猫09.obj	1	2	1.5	0.15	182	183	184	火炮熊猫3.txt																																
3814	珍兽131031吟游精灵01.obj	1	2	1	0.15	182	183	184	萌音花灵宝宝.txt																																
3815	珍兽131031吟游精灵02.obj	1	2	1	0.15	182	183	184	萌音花灵宝宝.txt																																
3816	珍兽131031吟游精灵03.obj	1	2	1	0.15	182	183	184	萌音花灵宝宝.txt																																
3817	珍兽131031吟游精灵07.obj	1	2	1	0.15	182	183	184	萌音花灵宝宝.txt																																
3818	珍兽131031吟游精灵08.obj	1	2	1	0.15	182	183	184	萌音花灵宝宝.txt																																
3819	珍兽131031吟游精灵05.obj	1	2	1	0.15	182	183	184	萌音花灵宝宝.txt																																
3820	珍兽131031吟游精灵06.obj	1	2	1	0.15	182	183	184	萌音花灵宝宝.txt																																
3821	珍兽131031吟游精灵04.obj	1	2	1	0.15	182	183	184	萌音花灵宝宝.txt																																
3822	珍兽131031吟游精灵09.obj	1	2	1	0.15	182	183	184	萌音花灵宝宝.txt																																
3823	骑乘20140102情人节骑乘.obj	1	2	1	0.15	191	192	193	骑乘月马香驹.txt																																
3824	骑乘140210火焰马.obj	1	2	1	0.15	462	462	463	骑乘火焰马.txt																																
3825	骑乘140416仙龟.obj	1	2	1	0.15	182	183	184	骑乘仙龟.txt																																
3826	骑乘140507海龙.obj	1	2	1	0.15	182	183	184	骑乘海龙.txt																																
3827	骑乘140903圣灵乌鸦.obj	1	2	1	0.15	404	404	404	骑乘沧澜羽翼.txt																																
3828	骑乘140903圣灵乌鸦粉红.obj	1	2	1	0.15	404	404	404	骑乘云霄羽翼.txt																																
3852	npckvk天荒守卫.obj	1	2	1	0.15	182	183	184	npckvk天荒守卫.txt	
3892	珍兽140208马尚友02.obj	1	2	1	0.15	182	183	184	珍兽140208马尚友02.txt
3893	珍兽140208马尚友03.obj	1	2	1	0.15	182	183	184	珍兽140208马尚友03.txt
3894	珍兽140208马尚友01.obj	1	2	1	0.15	182	183	184	珍兽140208马尚友01.txt
3895	珍兽140208马尚友04.obj	1	2	1	0.15	182	183	184	珍兽140208马尚友04.txt
3896	珍兽140208马尚友05.obj	1	2	1	0.15	182	183	184	珍兽140208马尚友05.txt
3897	珍兽140208马尚友06.obj	1	2	1	0.15	182	183	184	珍兽140208马尚友06.txt
3898	珍兽140208马尚友07.obj	1	2	1	0.15	182	183	184	珍兽140208马尚友07.txt
3899	珍兽140208马尚友08.obj	1	2	1	0.15	182	183	184	珍兽140208马尚友08.txt
3900	珍兽140208马尚友09.obj	1	2	1	0.15	182	183	184	珍兽140208马尚友09.txt
3922	红逗儿140331.obj	1	2	1	0.15	182	183	184	白鹅.txt	白鹅.txt																															
3923	红逗儿黑衣140331.obj	1	2	1	0.15	182	183	184	白鹅.txt	白鹅.txt																															
3924	红逗儿黄衣140331.obj	1	2	1	0.15	182	183	184	白鹅.txt	白鹅.txt																															
3975	珍兽140403醉酒熊01.obj	1	2	1	0.15	182	183	184	红熊王.txt	红熊王.txt																															
3976	珍兽140403醉酒熊02.obj	1	2	1	0.15	182	183	184	红熊王.txt	红熊王.txt																															
3977	珍兽140403醉酒熊03.obj	1	2	1	0.15	182	183	184	红熊王.txt	红熊王.txt																															
3978	珍兽140403醉酒熊05.obj	1	2	1	0.15	182	183	184	红熊王.txt	红熊王.txt																															
3979	珍兽140403醉酒熊04.obj	1	2	1	0.15	182	183	184	红熊王.txt	红熊王.txt																															
3980	珍兽140403醉酒熊06.obj	1	2	1	0.15	182	183	184	红熊王.txt	红熊王.txt																															
3981	珍兽140403醉酒熊07.obj	1	2	1	0.15	182	183	184	红熊王.txt	红熊王.txt																															
3982	珍兽140403醉酒熊08.obj	1	2	1	0.15	182	183	184	红熊王.txt	红熊王.txt																															
3983	珍兽140403醉酒熊09.obj	1	2	1	0.15	182	183	184	红熊王.txt	红熊王.txt																															
3985	珍兽140520觉醒宝宝元元02.obj	1	2	1	0.15	182	183	184	觉醒宝宝元元.txt	1104																															
3986	珍兽140520觉醒宝宝元元01.obj	1	2	1	0.15	182	183	184	觉醒宝宝元元.txt	1104																															
4007	珍兽20140326机器人01.obj	1	2	1	0.15	182	183	184	金刚.txt	988																															
4008	珍兽20140326机器人02.obj	1	2	1	0.15	182	183	184	金刚.txt	989																															
4009	珍兽20140326机器人03.obj	1	2	1	0.15	182	183	184	金刚.txt	990																															
4010	珍兽20140326机器人04.obj	1	2	1	0.15	182	183	184	金刚.txt	991																															
4011	珍兽20140326机器人06.obj	1	2	1	0.15	182	183	184	金刚.txt	993																															
4012	珍兽20140326机器人05.obj	1	2	1	0.15	182	183	184	金刚.txt	992																															
4013	珍兽20140326机器人08.obj	1	2	1	0.15	182	183	184	金刚.txt	995																															
4014	珍兽20140326机器人09.obj	1	2	1	0.15	182	183	184	金刚.txt	996																															
4015	珍兽20140326机器人07.obj	1	2	1	0.15	182	183	184	金刚.txt	994																															
4020	珍兽140416大鲨鱼01.obj	1	2	1.2	0.15	182	183	184	新双鳍鲨.txt	953																															
4021	珍兽140416大鲨鱼02.obj	1	2	1.2	0.15	182	183	184	新双鳍鲨.txt	953																															
4022	珍兽140416大鲨鱼03.obj	1	2	1.2	0.15	182	183	184	新双鳍鲨.txt	953																															
4023	珍兽140416大鲨鱼04.obj	1	2	1.2	0.15	182	183	184	新双鳍鲨.txt	953																															
4024	珍兽140416大鲨鱼05.obj	1	2	1.2	0.15	182	183	184	新双鳍鲨.txt	953																															
4025	珍兽140416大鲨鱼06.obj	1	2	1.2	0.15	182	183	184	新双鳍鲨.txt	953																															
4026	珍兽140416大鲨鱼07.obj	1	2	1.2	0.15	182	183	184	新双鳍鲨.txt	953																															
4027	珍兽140416大鲨鱼08.obj	1	2	1.2	0.15	182	183	184	新双鳍鲨.txt	953																															
4028	珍兽140416大鲨鱼09.obj	1	2	1.2	0.15	182	183	184	新双鳍鲨.txt	954																															
4029	鸳鸯放大版8.obj	1	2	1.5	0.15	182	183	184	鸳鸯放大版.txt	
4031	珍兽20140520美人鱼珍兽1.obj	1	2	1.2	0.15	182	183	184	珍兽美人鱼.txt	997																															
4032	珍兽20140520美人鱼珍兽2.obj	1	2	1.2	0.15	182	183	184	珍兽美人鱼.txt	997																															
4033	珍兽20140520美人鱼珍兽3.obj	1	2	1.2	0.15	182	183	184	珍兽美人鱼.txt	997																															
4034	珍兽20140520美人鱼珍兽4.obj	1	2	1.2	0.15	182	183	184	珍兽美人鱼.txt	997																															
4035	珍兽20140520美人鱼珍兽5.obj	1	2	1.2	0.15	182	183	184	珍兽美人鱼.txt	997																															
4036	珍兽20140520美人鱼珍兽6.obj	1	2	1.2	0.15	182	183	184	珍兽美人鱼.txt	997																															
4037	珍兽20140520美人鱼珍兽7.obj	1	2	1.2	0.15	182	183	184	珍兽美人鱼.txt	997																															
4038	珍兽20140520美人鱼珍兽8.obj	1	2	1.2	0.15	182	183	184	珍兽美人鱼.txt	997																															
4039	珍兽20140520美人鱼珍兽9.obj	1	2	1.2	0.15	182	183	184	珍兽美人鱼.txt	997																															
4042	珍兽140529祝融1.obj	1	2	0.9	0.15	182	183	184	祝融.txt	989																															
4043	珍兽140529祝融2.obj	1	2	0.9	0.15	182	183	184	祝融.txt	990																															
4044	珍兽140529祝融3.obj	1	2	0.9	0.15	182	183	184	祝融.txt	991																															
4045	珍兽140529祝融4.obj	1	2	0.9	0.15	182	183	184	祝融.txt	992																															
4046	珍兽140529祝融5.obj	1	2	0.9	0.15	182	183	184	祝融.txt	993																															
4047	珍兽140529祝融6.obj	1	2	0.9	0.15	182	183	184	祝融.txt	994																															
4048	珍兽140529祝融7.obj	1	2	0.9	0.15	182	183	184	祝融.txt	995																															
4049	珍兽140529祝融8.obj	1	2	0.9	0.15	182	183	184	祝融.txt	996																															
4050	珍兽140529祝融9.obj	1	2	0.9	0.15	182	183	184	祝融.txt	997																															
4051	骑乘140507海龙.obj	1	2	1	0.15	182	183	184	骑乘海龙.txt																																																																																															
4099	骑乘2014情人节情侣羊.obj	1	2	1	0.15	462	462	463	骑乘河马.txt																																
4100	珍兽20140822玉子金童1.obj	1	2	1	0.15	182	183	184	珍兽20140822玉子金童1.txt	
4101	珍兽20140822玉子金童2.obj	1	2	1	0.15	182	183	184	珍兽20140822玉子金童2.txt	
4102	珍兽20140822玉子金童5.obj	1	2	1	0.15	182	183	184	珍兽20140822玉子金童5.txt	
4103	珍兽20140822玉子金童4.obj	1	2	1	0.15	182	183	184	珍兽20140822玉子金童4.txt	
4104	珍兽20140822玉子金童3.obj	1	2	1	0.15	182	183	184	珍兽20140822玉子金童3.txt	
4105	珍兽20140822玉子金童8.obj	1	2	1	0.15	182	183	184	珍兽20140822玉子金童8.txt	
4106	珍兽20140822玉子金童7.obj	1	2	1	0.15	182	183	184	珍兽20140822玉子金童7.txt	
4107	珍兽20140822玉子金童6.obj	1	2	1	0.15	182	183	184	珍兽20140822玉子金童6.txt	
4108	珍兽20140822玉子金童9.obj	1	2	1	0.15	182	183	184	珍兽20140822玉子金童9.txt	
4110	珍兽141020vip战斗羊人01.obj	1	2	1	0.15	182	183	184	珍兽141020vip战斗羊人01.txt	
4111	珍兽141020vip战斗羊人07.obj	1	2	1	0.15	182	183	184	珍兽141020vip战斗羊人07.txt	
4112	珍兽141020vip战斗羊人03.obj	1	2	1	0.15	182	183	184	珍兽141020vip战斗羊人03.txt	
4113	珍兽141020vip战斗羊人06.obj	1	2	1	0.15	182	183	184	珍兽141020vip战斗羊人06.txt	
4114	珍兽141020vip战斗羊人02.obj	1	2	1	0.15	182	183	184	珍兽141020vip战斗羊人02.txt	
4115	珍兽141020vip战斗羊人04.obj	1	2	1	0.15	182	183	184	珍兽141020vip战斗羊人04.txt	
4116	珍兽141020vip战斗羊人08.obj	1	2	1	0.15	182	183	184	珍兽141020vip战斗羊人08.txt	
4117	珍兽141020vip战斗羊人09.obj	1	2	1	0.15	182	183	184	珍兽141020vip战斗羊人09.txt	
4118	珍兽141020vip战斗羊人05.obj	1	2	1	0.15	182	183	184	珍兽141020vip战斗羊人05.txt
4121	珍兽141020钻石vip神羊人01.obj	1	2	1	0.15	182	183	184	珍兽141020钻石vip神羊人01.txt	
4122	珍兽141020钻石vip神羊人02.obj	1	2	1	0.15	182	183	184	珍兽141020钻石vip神羊人02.txt	
4123	珍兽141020钻石vip神羊人03.obj	1	2	1	0.15	182	183	184	珍兽141020钻石vip神羊人03.txt	
4124	珍兽141020钻石vip神羊人04.obj	1	2	1	0.15	182	183	184	珍兽141020钻石vip神羊人04.txt	
4125	珍兽141020钻石vip神羊人05.obj	1	2	1	0.15	182	183	184	珍兽141020钻石vip神羊人05.txt	
4126	珍兽141020钻石vip神羊人06.obj	1	2	1	0.15	182	183	184	珍兽141020钻石vip神羊人06.txt	
4127	珍兽141020钻石vip神羊人07.obj	1	2	1	0.15	182	183	184	珍兽141020钻石vip神羊人07.txt	
4128	珍兽141020钻石vip神羊人08.obj	1	2	1	0.15	182	183	184	珍兽141020钻石vip神羊人08.txt	
4129	珍兽141020钻石vip神羊人09.obj	1	2	1	0.15	182	183	184	珍兽141020钻石vip神羊人09.txt	
4158	骑乘141008古风荷花.obj	1	2	1	0.15	477	478	479	骑乘麋鹿雪橇.txt
4159	骑乘141113炼狱凤凰.obj	1	2	1	0.15	182	183	184	骑乘141113炼狱凤凰.txt	
4160	骑乘141113裂海魔龙骑乘.obj	1	2	1	0.15	404	404	404	九大门派骑乘鹤.txt	
4161	骑乘141113噬魂花妖坐骑.obj	1	2	1.2	0.15	-1	-1	-1	骑乘情人节花车1.txt																															
4164	骑乘140428风筝a.obj	1	2	1	0.15	404	404	404	添福锦鳞.txt																																
4165	骑乘140428风筝b.obj	1	2	1	0.15	404	404	404	添福锦鳞.txt		
4216	珍兽150127灵魂收割者01.obj	1	2	1.3	0.15	182	183	184	珍兽150127灵魂收割者01.txt																																
4217	珍兽150127灵魂收割者02.obj	1	2	1.3	0.15	182	183	184	珍兽150127灵魂收割者02.txt																																
4218	珍兽150127灵魂收割者03.obj	1	2	1.3	0.15	182	183	184	珍兽150127灵魂收割者03.txt																																
4219	珍兽150127灵魂收割者04.obj	1	2	1.3	0.15	182	183	184	珍兽150127灵魂收割者04.txt																																
4220	珍兽150127灵魂收割者05.obj	1	2	1.3	0.15	182	183	184	珍兽150127灵魂收割者05.txt																																
4221	珍兽150127灵魂收割者06.obj	1	2	1.3	0.15	182	183	184	珍兽150127灵魂收割者06.txt																																
4222	珍兽150127灵魂收割者07.obj	1	2	1.3	0.15	182	183	184	珍兽150127灵魂收割者07.txt																																
4223	珍兽150127灵魂收割者08.obj	1	2	1.3	0.15	182	183	184	珍兽150127灵魂收割者08.txt																																
4224	珍兽150127灵魂收割者09.obj	1	2	1.3	0.15	182	183	184	珍兽150127灵魂收割者09.txt																																
4225	骑乘150302钢鬃坐骑.obj	1	2	1	0.15	404	404	404	九大门派骑乘鹤.txt																														
4234	骑乘1503109龙舟.obj	1	2	1	0.15	480	481	482	骑乘天马.txt	
4268	珍兽150114剑心狐狸01.obj	1	2	1.3	0.15	182	183	184	珍兽150114剑心狐狸01.txt																																
4269	珍兽150114剑心狐狸02.obj	1	2	1.3	0.15	182	183	184	珍兽150114剑心狐狸02.txt																																
4270	珍兽150114剑心狐狸03.obj	1	2	1.3	0.15	182	183	184	珍兽150114剑心狐狸03.txt																																
4271	珍兽150114剑心狐狸04.obj	1	2	1.3	0.15	182	183	184	珍兽150114剑心狐狸04.txt																																
4272	珍兽150114剑心狐狸05.obj	1	2	1.3	0.15	182	183	184	珍兽150114剑心狐狸05.txt																																
4273	珍兽150114剑心狐狸06.obj	1	2	1.3	0.15	182	183	184	珍兽150114剑心狐狸06.txt																																
4274	珍兽150114剑心狐狸07.obj	1	2	1.3	0.15	182	183	184	珍兽150114剑心狐狸07.txt																																
4275	珍兽150114剑心狐狸08.obj	1	2	1.3	0.15	182	183	184	珍兽150114剑心狐狸08.txt																																
4276	珍兽150114剑心狐狸09.obj	1	2	1.3	0.15	182	183	184	珍兽150114剑心狐狸09.txt																																
4277	骑乘150515雄霸天下1.obj	1	2	1.3	0.15	182	183	184	骑乘150515雄霸天下1.txt																																
4278	骑乘150515雄霸天下2.obj	1	2	1.3	0.15	182	183	184	骑乘150515雄霸天下2.txt																																
4287	骑乘150621龙人骑乘.obj	1	2	1	0.15	182	183	184	骑乘150621龙人骑乘.txt			
4311	珍兽150213钢拳龙人01.obj	1	2	1	0.15	182	183	184	珍兽150213钢拳龙人.txt																																
4312	珍兽150213钢拳龙人02.obj	1	2	1	0.15	182	183	184	珍兽150213钢拳龙人.txt																																
4313	珍兽150213钢拳龙人03.obj	1	2	1	0.15	182	183	184	珍兽150213钢拳龙人.txt																																
4314	珍兽150213钢拳龙人04.obj	1	2	1	0.15	182	183	184	珍兽150213钢拳龙人.txt																																
4315	珍兽150213钢拳龙人05.obj	1	2	1	0.15	182	183	184	珍兽150213钢拳龙人.txt																																
4316	珍兽150213钢拳龙人06.obj	1	2	1	0.15	182	183	184	珍兽150213钢拳龙人.txt																																
4317	珍兽150213钢拳龙人07.obj	1	2	1	0.15	182	183	184	珍兽150213钢拳龙人.txt																																
4318	珍兽150213钢拳龙人08.obj	1	2	1	0.15	182	183	184	珍兽150213钢拳龙人.txt																																
4319	珍兽150213钢拳龙人09.obj	1	2	1	0.15	182	183	184	珍兽150213钢拳龙人.txt																																
4331	骑乘150403七夕坐骑.obj	1	2	1	0.15	182	183	184	骑乘150403七夕坐骑.txt
4332	骑乘150403七夕坐骑蓝.obj	1	2	1	0.15	182	183	184	骑乘150403七夕坐骑.txt
4333	骑乘20150611天鹅花车.obj	1	2	1	0.15	182	183	184	骑乘20150611天鹅花车.txt
4334	珍兽150525牛郎织女01.obj	1	2	2	0.15	182	183	184	珍兽150525牛郎织女.txt
4335	珍兽150525牛郎织女02.obj	1	2	2	0.15	182	183	184	珍兽150525牛郎织女.txt
4336	珍兽150525牛郎织女03.obj	1	2	2	0.15	182	183	184	珍兽150525牛郎织女.txt
4337	珍兽150525牛郎织女04.obj	1	2	2	0.15	182	183	184	珍兽150525牛郎织女.txt
4338	珍兽150525牛郎织女05.obj	1	2	2	0.15	182	183	184	珍兽150525牛郎织女.txt
4339	珍兽150525牛郎织女06.obj	1	2	2	0.15	182	183	184	珍兽150525牛郎织女.txt
4340	珍兽150525牛郎织女07.obj	1	2	2	0.15	182	183	184	珍兽150525牛郎织女.txt
