INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
12	女主角p02001衣服.mesh	女主角p02001衣服	男主角p02001衣服.mesh	男主角p02001衣服	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,																														
13	女主角p03001衣服.mesh	女主角p03001衣服	男主角p03001衣服.mesh	男主角p03001衣服	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,																														
14	女主角p04001衣服.mesh	女主角p04001衣服	男主角p04001衣服.mesh	男主角p04001衣服	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,																														
15	女主角p05001衣服.mesh	女主角p05001衣服	男主角p05001衣服.mesh	男主角p05001衣服	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,																														
16	女主角p06001衣服.mesh	女主角p06001衣服	男主角p06001衣服.mesh	男主角p06001衣服	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,																														
17	女主角p07001衣服.mesh	女主角p07001衣服	男主角p07001衣服.mesh	男主角p07001衣服	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,																														
18	女主角p08001衣服.mesh	女主角p08001衣服	男主角p08001衣服.mesh	男主角p08001衣服	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,																														
19	女主角p09001衣服.mesh	女主角p09001衣服	男主角p09001衣服.mesh	男主角p09001衣服	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,																														
20	女主角p10001衣服.mesh	女主角p10001衣服	男主角p10001衣服.mesh	男主角p10001衣服	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,																														
21	女主角t01001衣服.mesh	女主角t01001衣服	男主角t01001衣服.mesh	男主角t01001衣服	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,																														
22	女主角t02001衣服.mesh	女主角t02001衣服	男主角t02001衣服.mesh	男主角t02001衣服	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,																														
23	女主角t03001衣服.mesh	女主角t03001衣服	男主角t03001衣服.mesh	男主角t03001衣服	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,																														
24	女主角t04001衣服.mesh	女主角t04001衣服	男主角t04001衣服.mesh	男主角t04001衣服	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,																														
25	女主角t05001衣服.mesh	女主角t05001衣服	男主角t05001衣服.mesh	男主角t05001衣服	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,																														
26	女主角t06001衣服.mesh	女主角t06001衣服	男主角t06001衣服.mesh	男主角t06001衣服	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,																														
27	女主角t07001衣服.mesh	女主角t07001衣服	男主角t07001衣服.mesh	男主角t07001衣服	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,																														
28	女主角t08001衣服.mesh	女主角t08001衣服	男主角t08001衣服.mesh	男主角t08001衣服	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,																														
29	女主角t09001衣服.mesh	女主角t09001衣服	男主角t09001衣服.mesh	男主角t09001衣服	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,																														
