INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING
2228	2228	110	Shenqi_4_8							1	0	0	0	0		ĞÕt Ma Nh¤t Thán: Có tï l® nh¤t ğ¸nh giäm t¯c ğµ di chuy¬n cüa møc tiêu
2229	2229	110	Shenqi_4_8							1	0	0	0	0		ĞÕt Ma Nh¤t Thán: Có tï l® nh¤t ğ¸nh giäm nµi ngoÕi công cüa møc tiêu
2230	2230	110	Shenqi_4_11							1	0	0	0	0		ĞÕi Di­n Thiên Huy«n: Có tï l® nh¤t ğ¸nh hút sinh lñc møc tiêu
2231	2231	110	Shenqi_4_11							1	0	0	0	0		ĞÕi Di­n Thiên Huy«n: Có tï l® nh¤t ğ¸nh hút khí møc tiêu
2232	2232	110	Shenqi_4_11							1	0	0	0	0		ĞÕi Di­n Thiên Huy«n: Có tï l® nh¤t ğ¸nh giäm nµi ngoÕi thü cüa møc tiêu
2233	2233	110	Shenqi_4_14							1	0	0	0	0		MÕt Thª Vß½ng Quy«n: Có tï l® nh¤t ğ¸nh hút sinh lñc møc tiêu
2234	2234	110	Shenqi_4_14							1	0	0	0	0		MÕt Thª Vß½ng Quy«n: Có tï l® nh¤t ğ¸nh giäm nµi ngoÕi công cüa møc tiêu
2235	2235	110	Shenqi_4_14							1	0	0	0	0		MÕt Thª Vß½ng Quy«n: Có tï l® nh¤t ğ¸nh giäm nµi ngoÕi thü cüa møc tiêu
2236	2236	110	Shenqi_4_5							1	0	0	0	0		 Thiên Trß¶ng Sinh: Có tï l® nh¤t ğ¸nh hút sinh lñc møc tiêu
2237	2237	110	Shenqi_4_5							1	0	0	0	0		 Thiên Trß¶ng Sinh: Có tï l® nh¤t ğ¸nh giäm nµi ngoÕi công cüa møc tiêu
2238	2238	110	Shenqi_4_5							1	0	0	0	0		 Thiên Trß¶ng Sinh: Có tï l® nh¤t ğ¸nh giäm nµi ngoÕi thü cüa møc tiêu
2239	2239	110	Shenqi_4_13							1	0	0	0	0		Løc ĞÕo Hoàng Tuy«n: Có tï l® nh¤t ğ¸nh hút sinh lñc møc tiêu
2240	2240	110	Shenqi_4_13							1	0	0	0	0		Løc ĞÕo Hoàng Tuy«n: Có tï l® nh¤t ğ¸nh giäm nµ khí cüa møc tiêu
2241	2241	110	Shenqi_4_13							1	0	0	0	0		Løc ĞÕo Hoàng Tuy«n: Có tï l® nh¤t ğ¸nh giäm nµi ngoÕi công cüa møc tiêu
2242	2242	110	Shenqi_4_12							1	0	0	0	0		Thái C± Phiêu Linh: Có tï l® nh¤t ğ¸nh hút sinh lñc møc tiêu
2243	2243	110	Shenqi_4_12							1	0	0	0	0		Thái C± Phiêu Linh: Có tï l® nh¤t ğ¸nh hút khí møc tiêu
2244	2244	110	Shenqi_4_12							1	0	0	0	0		Thái C± Phiêu Linh: Có tï l® nh¤t ğ¸nh giäm nµi ngoÕi công cüa møc tiêu
2245	2245	110	Shenqi_4_9							1	0	0	0	0		VÕn Thª Khô Vinh: Có tï l® nh¤t ğ¸nh hút sinh lñc møc tiêu
2246	2246	110	Shenqi_4_9							1	0	0	0	0		VÕn Thª Khô Vinh: Có tï l® nh¤t ğ¸nh hút khí møc tiêu
2247	2247	110	Shenqi_4_9							1	0	0	0	0		VÕn Thª Khô Vinh: Có tï l® nh¤t ğ¸nh giäm nµi ngoÕi công cüa møc tiêu
2248	2248	110	Shenqi_4_10							1	0	0	0	0		Vô Tß¾ng Tuy®t Tung: Có tï l® nh¤t ğ¸nh giäm t¯c ğµ di chuy¬n cüa møc tiêu
2249	2249	110	Shenqi_4_10							1	0	0	0	0		Vô Tß¾ng Tuy®t Tung: Có tï l® nh¤t ğ¸nh hút sinh lñc møc tiêu
2250	2250	110	Shenqi_4_10							1	0	0	0	0		Vô Tß¾ng Tuy®t Tung: Có tï l® nh¤t ğ¸nh giäm nµi ngoÕi công cüa møc tiêu
2251	2011	110	Shenqi_4_7				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		CØu Tiêu Di®m Dß½ng: Hút sinh lñc møc tiêu
2252	2012	120	Shenqi_4_7				wq_Ë¤°í´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		CØu Tiêu Di®m Dß½ng: Giäm 45% t¯c ğµ di chuy¬n cüa møc tiêu
2253	2013	120	Shenqi_4_7				wq_ÆÆÕÀ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		CØu Tiêu Di®m Dß½ng: Giäm 2800 nµi ngoÕi thü cüa møc tiêu
2254	2014	110	Shenqi_4_6				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		H°ng Hoang Long Vû: Hút sinh lñc møc tiêu
2255	2015	110	Shenqi_4_6				wq_Ë¤°í´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		H°ng Hoang Long Vû: Giäm 45% t¯c ğµ di chuy¬n cüa møc tiêu
2256	2016	110	Shenqi_4_6				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		H°ng Hoang Long Vû: Giäm 2800 nµi ngoÕi công cüa møc tiêu
2257	2017	110	Shenqi_4_8				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕt Ma Nh¤t Thán: Hút sinh lñc møc tiêu
2258	2018	110	Shenqi_4_8				wq_Ë¤°í´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕt Ma Nh¤t Thán: Giäm 45% t¯c ğµ di chuy¬n cüa møc tiêu
2259	2019	110	Shenqi_4_8				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕt Ma Nh¤t Thán: Giäm 2800 nµi ngoÕi công cüa møc tiêu
2260	2020	110	Shenqi_4_11				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Di­n Thiên Huy«n: Hút sinh lñc møc tiêu
2261	2021	110	Shenqi_4_11				wq_ÎüÆø´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Di­n Thiên Huy«n: Hút khímøc tiêu
2262	2022	110	Shenqi_4_11				wq_ÆÆÕÀ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Di­n Thiên Huy«n: Giäm 2800 nµi ngoÕi thü cüa møc tiêu
2263	2023	110	Shenqi_4_14				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		MÕt Thª Vß½ng Quy«n: Hút sinh lñc møc tiêu
2264	2024	110	Shenqi_4_14				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		MÕt Thª Vß½ng Quy«n: Giäm 2800 nµi ngoÕi công cüa møc tiêu
2265	2025	110	Shenqi_4_14				wq_ÆÆÕÀ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		MÕt Thª Vß½ng Quy«n: Giäm 2800 nµi ngoÕi thü cüa møc tiêu
2266	2026	110	Shenqi_4_5				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		 Thiên Trß¶ng Sinh: Hút sinh lñc møc tiêu
2267	2027	110	Shenqi_4_5				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		 Thiên Trß¶ng Sinh: Giäm 2800 nµi ngoÕi công cüa møc tiêu
2268	2028	110	Shenqi_4_5				wq_ÆÆÕÀ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		 Thiên Trß¶ng Sinh: Giäm 2800 nµi ngoÕi thü cüa møc tiêu
2269	2029	110	Shenqi_4_13				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		Løc ĞÕo Hoàng Tuy«n: Hút sinh lñc møc tiêu
2270	2030	110	Shenqi_4_13				wq_´òÅ­´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		Løc ĞÕo Hoàng Tuy«n: Giäm nµ khí cüa møc tiêu
2271	2031	110	Shenqi_4_13				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		Løc ĞÕo Hoàng Tuy«n: Giäm 2800 nµi ngoÕi công cüa møc tiêu
2272	2032	110	Shenqi_4_12				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		Thái C± Phiêu Linh: Hút sinh lñc møc tiêu
2273	2033	110	Shenqi_4_12				wq_ÎüÆø´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		Thái C± Phiêu Linh: Hút khí møc tiêu
2274	2034	110	Shenqi_4_12				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		Thái C± Phiêu Linh: Giäm 2800 nµi ngoÕi công cüa møc tiêu
2275	2035	110	Shenqi_4_9				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		VÕn Thª Khô Vinh: Hút sinh lñc møc tiêu
2276	2036	110	Shenqi_4_9				wq_ÎüÆø´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		VÕn Thª Khô Vinh: Hút khí møc tiêu
2277	2037	110	Shenqi_4_9				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		VÕn Thª Khô Vinh: Giäm 2800 nµi ngoÕi công cüa møc tiêu
2278	2038	110	Shenqi_4_10				wq_Ë¤°í´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		Vô Tß¾ng Tuy®t Tung: Giäm 45% t¯c ğµ di chuy¬n cüa møc tiêu
2279	2039	110	Shenqi_4_10				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		Vô Tß¾ng Tuy®t Tung: Hút sinh lñc møc tiêu
2280	2040	110	Shenqi_4_10				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		Vô Tß¾ng Tuy®t Tung: Giäm 2800 nµi ngoÕi công cüa møc tiêu

3501	3501	110	Tattoo_14							1	0	0	0	0		Ğiêu vån Vong vô c¤p 1#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ nh¤t, sát thß½ng +15
3502	3502	110	Tattoo_14							1	0	0	0	0		Ğiêu vån Vong vô c¤p 2#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ nh¤t, sát thß½ng +30
3503	3503	110	Tattoo_14							1	0	0	0	0		Ğiêu vån Vong vô c¤p 3#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ nh¤t, sát thß½ng +45
3504	3504	110	Tattoo_15							1	0	0	0	0		Ğiêu vån Vong vô c¤p 4#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ nh¤t, sát thß½ng +90
3505	3505	110	Tattoo_15							1	0	0	0	0		Ğiêu vån Vong vô c¤p 5#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ nh¤t, sát thß½ng +150
3506	3506	110	Tattoo_15							1	0	0	0	0		Ğiêu vån Vong vô c¤p 6#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ nh¤t, sát thß½ng +180
3507	3507	110	Tattoo_16							1	0	0	0	0		Ğiêu vån Vong vô c¤p 7#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ nh¤t, sát thß½ng +195
3508	3508	110	Tattoo_16							1	0	0	0	0		Ğiêu vån Vong vô c¤p 8#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ nh¤t, sát thß½ng +210
3509	3509	110	Tattoo_16							1	0	0	0	0		Ğiêu vån Vong vô c¤p 9#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ nh¤t, sát thß½ng +270
3510	3510	110	Tattoo2_1							1	0	0	0	0		Ğiêu vån Vong vô c¤p 10#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ nh¤t, sát thß½ng +360
3511	3511	110	Tattoo_14							1	0	0	0	0		Ğiêu vån Minh tß·ng c¤p 1#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ hai, sát thß½ng +10%
3512	3512	110	Tattoo_14							1	0	0	0	0		Ğiêu vån Minh tß·ng c¤p 2#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ hai, sát thß½ng +20%
3513	3513	110	Tattoo_14							1	0	0	0	0		Ğiêu vån Minh tß·ng c¤p 3#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ hai, sát thß½ng +40%
3514	3514	110	Tattoo_15							1	0	0	0	0		Ğiêu vån Minh tß·ng c¤p 4#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ hai, sát thß½ng +70%
3515	3515	110	Tattoo_15							1	0	0	0	0		Ğiêu vån Minh tß·ng c¤p 5#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ hai, sát thß½ng +100%
3516	3516	110	Tattoo_15							1	0	0	0	0		Ğiêu vån Minh tß·ng c¤p 6#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ hai, sát thß½ng +110%
3517	3517	110	Tattoo_16							1	0	0	0	0		Ğiêu vån Minh tß·ng c¤p 7#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ hai, sát thß½ng +120%
3518	3518	110	Tattoo_16							1	0	0	0	0		Ğiêu vån Minh tß·ng c¤p 8#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ hai, sát thß½ng +130%
3519	3519	110	Tattoo_16							1	0	0	0	0		Ğiêu vån Minh tß·ng c¤p 9#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ hai, sát thß½ng +140%
3520	3520	110	Tattoo2_1							1	0	0	0	0		Ğiêu vån Minh tß·ng c¤p 10#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ hai, sát thß½ng +150%
3521	3521	110	Tattoo_14							1	0	0	0	0		Ğiêu vån Ngñ kình c¤p 1#rKÛ nång thÑ hai cüa tâm pháp thÑ nåm, sát thß½ng +10%
3522	3522	110	Tattoo_14							1	0	0	0	0		Ğiêu vån Ngñ kình c¤p 2#rKÛ nång thÑ hai cüa tâm pháp thÑ nåm, sát thß½ng +20%
3523	3523	110	Tattoo_14							1	0	0	0	0		Ğiêu vån Ngñ kình c¤p 3#rKÛ nång thÑ hai cüa tâm pháp thÑ nåm, sát thß½ng +40%
3524	3524	110	Tattoo_15							1	0	0	0	0		Ğiêu vån Ngñ kình c¤p 4#rKÛ nång thÑ hai cüa tâm pháp thÑ nåm, sát thß½ng +70%
3525	3525	110	Tattoo_15							1	0	0	0	0		Ğiêu vån Ngñ kình c¤p 5#rKÛ nång thÑ hai cüa tâm pháp thÑ nåm, sát thß½ng +100%
3526	3526	110	Tattoo_15							1	0	0	0	0		Ğiêu vån Ngñ kình c¤p 6#rKÛ nång thÑ hai cüa tâm pháp thÑ nåm, sát thß½ng +110%
3527	3527	110	Tattoo_16							1	0	0	0	0		Ğiêu vån Ngñ kình c¤p 7#rKÛ nång thÑ hai cüa tâm pháp thÑ nåm, sát thß½ng +120%
3528	3528	110	Tattoo_16							1	0	0	0	0		Ğiêu vån Ngñ kình c¤p 8#rKÛ nång thÑ hai cüa tâm pháp thÑ nåm, sát thß½ng +130%
3529	3529	110	Tattoo_16							1	0	0	0	0		Ğiêu vån Ngñ kình c¤p 9#rKÛ nång thÑ hai cüa tâm pháp thÑ nåm, sát thß½ng +140%
3530	3530	110	Tattoo2_1							1	0	0	0	0		Ğiêu vån Ngñ kình c¤p 10#rKÛ nång thÑ hai cüa tâm pháp thÑ nåm, sát thß½ng 150%
3531	3531	110	Tattoo_14							1	0	0	0	0		Ğiêu vån BÕo nµ c¤p 1#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ sáu, sát thß½ng +10%
3532	3532	110	Tattoo_14							1	0	0	0	0		Ğiêu vån BÕo nµ c¤p 2#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ sáu, sát thß½ng +20%
3533	3533	110	Tattoo_14							1	0	0	0	0		Ğiêu vån BÕo nµ c¤p 3#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ sáu, sát thß½ng +40%
3534	3534	110	Tattoo_15							1	0	0	0	0		Ğiêu vån BÕo nµ c¤p 4#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ sáu, sát thß½ng +70%
3535	3535	110	Tattoo_15							1	0	0	0	0		Ğiêu vån BÕo nµ c¤p 5#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ sáu, sát thß½ng +100%
3536	3536	110	Tattoo_15							1	0	0	0	0		Ğiêu vån BÕo nµ c¤p 6#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ sáu, sát thß½ng +110%
3537	3537	110	Tattoo_16							1	0	0	0	0		Ğiêu vån BÕo nµ c¤p 7#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ sáu, sát thß½ng +120%
3538	3538	110	Tattoo_16							1	0	0	0	0		Ğiêu vån BÕo nµ c¤p 8#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ sáu, sát thß½ng +130%
3539	3539	110	Tattoo_16							1	0	0	0	0		Ğiêu vån BÕo nµ c¤p 9#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ sáu, sát thß½ng +140%
3540	3540	110	Tattoo2_1							1	0	0	0	0		Ğiêu vån BÕo nµ c¤p 10#rKÛ nång thÑ nh¤t cüa tâm pháp thÑ sáu, sát thß½ng +150%

5001	99	2200	Fabao_4				WuHun_LiuLiYan		Îä»ê°ó¶¨µã	1	0	0	0	0		TTPS	-1	-1
5002	99	2200	Fabao_4				WuHun_LiuLiYan_Du		Îä»ê°ó¶¨µã	1	0	0	0	0		TTPS	-1	-1
5003	99	2200	Fabao_4				WuHun_LiuLiYan_Xuan		Îä»ê°ó¶¨µã	1	0	0	0	0		TTPS	-1	-1
5004	99	2200	Fabao_4				WuHun_LiuLiYan_Bing		Îä»ê°ó¶¨µã	1	0	0	0	0		TTPS	-1	-1
5005	99	2200	Fabao_4				WuHun_LiuLiYan_Huo		Îä»ê°ó¶¨µã	1	0	0	0	0		TTPS	-1	-1

5006	99	2200	Fabao_5				WuHun_YiYaoBan		Îä»ê°ó¶¨µã	1	0	0	0	0		TTPS	-1	-1
5007	99	2200	Fabao_5				WuHun_YiYaoBan_Du		Îä»ê°ó¶¨µã	1	0	0	0	0		TTPS	-1	-1
5008	99	2200	Fabao_5				WuHun_YiYaoBan_Xuan		Îä»ê°ó¶¨µã	1	0	0	0	0		TTPS	-1	-1
5009	99	2200	Fabao_5				WuHun_YiYaoBan_Bing		Îä»ê°ó¶¨µã	1	0	0	0	0		TTPS	-1	-1
5010	99	2200	Fabao_5				WuHun_YiYaoBan_Huo		Îä»ê°ó¶¨µã	1	0	0	0	0		TTPS	-1	-1

6107	6107	6100	Charm8_8				C1_Ê±×°_±¦Ê¯1_¼ç04		×ó¼ç	0	0	0	1	0		TTPS	-1	-1
6108	6108	6100	Charm8_8				C1_Ê±×°_±¦Ê¯1_¼ç04		ÓÒ¼ç	0	0	0	1	0		TTPS	-1	-1
6109	6109	6100	Charm8_8				C1_Ê±×°_±¦Ê¯1_Ñü04		ÉíÌåÖĞĞÄµã	0	0	0	1	0		TTPS	-1	-1
6110	6110	6100	Charm8_8				C1_Ê±×°_±¦Ê¯1_Ñü04		ÉíÌåÖĞĞÄµã	0	0	0	1	0		TTPS	-1	-1
6111	6111	6100	Charm8_8				C1_Ê±×°_±¦Ê¯1_½Å04		×ó×ã²ÈµØµã	0	0	0	1	0		TTPS	-1	-1
6112	6112	6100	Charm8_8				C1_Ê±×°_±¦Ê¯1_½Å04		ÓÒ×ã²ÈµØµã	0	0	0	1	0		TTPS	-1	-1
6113	6113	6100	Charm7_12				C1_Ê±×°_±¦Ê¯2_¼ç04		×ó¼ç	0	0	0	1	0		TTPS	-1	-1
6114	6114	6100	Charm7_12				C1_Ê±×°_±¦Ê¯2_¼ç04		ÓÒ¼ç	0	0	0	1	0		TTPS	-1	-1
6115	6115	6100	Charm7_12				C1_Ê±×°_±¦Ê¯2_Ñü04		ÉíÌåÖĞĞÄµã	0	0	0	1	0		TTPS	-1	-1
6116	6116	6100	Charm7_12				C1_Ê±×°_±¦Ê¯2_Ñü04		ÉíÌåÖĞĞÄµã	0	0	0	1	0		TTPS	-1	-1
6117	6117	6100	Charm7_12				C1_Ê±×°_±¦Ê¯2_½Å04		×ó×ã²ÈµØµã	0	0	0	1	0		TTPS	-1	-1
6118	6118	6100	Charm7_12				C1_Ê±×°_±¦Ê¯2_½Å04		ÓÒ×ã²ÈµØµã	0	0	0	1	0		TTPS	-1	-1
6119	6119	6100	Charm8_12				C1_Ê±×°_±¦Ê¯3_¼ç04		×ó¼ç	0	0	0	1	0		TTPS	-1	-1
6120	6120	6100	Charm8_12				C1_Ê±×°_±¦Ê¯3_¼ç04		ÓÒ¼ç	0	0	0	1	0		TTPS	-1	-1
6121	6121	6100	Charm8_12				C1_Ê±×°_±¦Ê¯3_Ñü04		ÉíÌåÖĞĞÄµã	0	0	0	1	0		TTPS	-1	-1
6122	6122	6100	Charm8_12				C1_Ê±×°_±¦Ê¯3_Ñü04		ÉíÌåÖĞĞÄµã	0	0	0	1	0		TTPS	-1	-1
6123	6123	6100	Charm8_12				C1_Ê±×°_±¦Ê¯3_½Å04		×ó×ã²ÈµØµã	0	0	0	1	0		TTPS	-1	-1
6124	6124	6100	Charm8_12				C1_Ê±×°_±¦Ê¯3_½Å04		ÓÒ×ã²ÈµØµã	0	0	0	1	0		TTPS	-1	-1
6125	6125	6100	Charm8_4				C1_Ê±×°_±¦Ê¯4_¼ç04		×ó¼ç	0	0	0	1	0		TTPS	-1	-1
6126	6126	6100	Charm8_4				C1_Ê±×°_±¦Ê¯4_¼ç04		ÓÒ¼ç	0	0	0	1	0		TTPS	-1	-1
6127	6127	6100	Charm8_4				C1_Ê±×°_±¦Ê¯4_Ñü04		ÉíÌåÖĞĞÄµã	0	0	0	1	0		TTPS	-1	-1
6128	6128	6100	Charm8_4				C1_Ê±×°_±¦Ê¯4_Ñü04		ÉíÌåÖĞĞÄµã	0	0	0	1	0		TTPS	-1	-1
6129	6129	6100	Charm8_4				C1_Ê±×°_±¦Ê¯4_½Å04		×ó×ã²ÈµØµã	0	0	0	1	0		TTPS	-1	-1
6130	6130	6100	Charm8_4				C1_Ê±×°_±¦Ê¯4_½Å04		ÓÒ×ã²ÈµØµã	0	0	0	1	0		TTPS	-1	-1
6131	6131	6100	Charm7_16				C1_Ê±×°_±¦Ê¯5_¼ç04		×ó¼ç	0	0	0	1	0		TTPS	-1	-1
6132	6132	6100	Charm7_16				C1_Ê±×°_±¦Ê¯5_¼ç04		ÓÒ¼ç	0	0	0	1	0		TTPS	-1	-1
6133	6133	6100	Charm7_16				C1_Ê±×°_±¦Ê¯5_Ñü04		ÉíÌåÖĞĞÄµã	0	0	0	1	0		TTPS	-1	-1
6134	6134	6100	Charm7_16				C1_Ê±×°_±¦Ê¯5_Ñü04		ÉíÌåÖĞĞÄµã	0	0	0	1	0		TTPS	-1	-1
6135	6135	6100	Charm7_16				C1_Ê±×°_±¦Ê¯5_½Å04		×ó×ã²ÈµØµã	0	0	0	1	0		TTPS	-1	-1
6136	6136	6100	Charm7_16				C1_Ê±×°_±¦Ê¯5_½Å04		ÓÒ×ã²ÈµØµã	0	0	0	1	0		TTPS	-1	-1
6137	6137	6100	TaskTools16_7				C1_Ê±×°_ĞÂ±¦Ê¯02_¼ç		ÉíÌåÖĞĞÄµã	0	0	0	1	0		TTPS	-1	-1
6138	6138	6100	TaskTools16_7				C1_Ê±×°_ĞÂ±¦Ê¯02_¼ç		ÉíÌåÖĞĞÄµã	0	0	0	1	0		TTPS	-1	-1
6139	6139	6100	TaskTools16_7				C1_Ê±×°_ĞÂ±¦Ê¯02_Ñü_04		ÉíÌåÖĞĞÄµã	0	0	0	1	0		TTPS	-1	-1
6140	6140	6100	TaskTools16_7				C1_Ê±×°_ĞÂ±¦Ê¯02_Ñü_04		ÉíÌåÖĞĞÄµã	0	0	0	1	0		TTPS	-1	-1
6141	6141	6100	TaskTools16_7				C1_Ê±×°_ĞÂ±¦Ê¯02_½Å_×ó		×ó×ã²ÈµØµã	0	0	0	1	0		TTPS	-1	-1
6142	6142	6100	TaskTools16_7				C1_Ê±×°_ĞÂ±¦Ê¯02_½Å_ÓÒ		ÓÒ×ã²ÈµØµã	0	0	0	1	0		TTPS	-1	-1
6143	6143	6100	TaskTools16_16				C1_Ê±×°_ÆßÏ¦Ê±×°ÅäÊÎ_¼ç		ÉíÌåÖĞĞÄµã	0	0	0	1	0		TTPS	-1	-1
6144	6144	6100	TaskTools16_16				C1_Ê±×°_ÆßÏ¦Ê±×°ÅäÊÎ_¼ç		ÉíÌåÖĞĞÄµã	0	0	0	1	0		TTPS	-1	-1
6145	6145	6100	TaskTools16_16				C1_Ê±×°_ÆßÏ¦Ê±×°ÅäÊÎ		ÉíÌåÖĞĞÄµã	0	0	0	1	0		TTPS	-1	-1
6146	6146	6100	TaskTools16_16				C1_Ê±×°_ÆßÏ¦Ê±×°ÅäÊÎ		ÉíÌåÖĞĞÄµã	0	0	0	1	0		TTPS	-1	-1
6147	6147	6100	TaskTools16_16				C1_Ê±×°_ÆßÏ¦Ê±×°ÅäÊÎ_½Å_×ó		×ó×ã²ÈµØµã	0	0	0	1	0		TTPS	-1	-1
6148	6148	6100	TaskTools16_16				C1_Ê±×°_ÆßÏ¦Ê±×°ÅäÊÎ_½Å_ÓÒ		ÓÒ×ã²ÈµØµã	0	0	0	1	0		TTPS	-1	-1
6149	6149	6100	Charm10_4				C1_Ê±×°_µûÒ«»¨Îè_¼ç		·ï»ËÕ½Æì°ó¶¨µã	0	0	0	1	0		TTPS	-1	-1
6150	6150	6100	Charm10_4				C1_Ê±×°_µûÒ«»¨Îè_¼ç		·ï»ËÕ½Æì°ó¶¨µã	0	0	0	1	0		TTPS	-1	-1
6151	6151	6100	Charm10_4				C1_Ê±×°_µûÒ«»¨Îè_Ñü		ÉíÌåÖĞĞÄµã	0	0	0	1	0		TTPS	-1	-1
6152	6152	6100	Charm10_4				C1_Ê±×°_µûÒ«»¨Îè_Ñü		ÉíÌåÖĞĞÄµã	0	0	0	1	0		TTPS	-1	-1
6153	6153	6100	Charm10_4				C1_Ê±×°_µûÒ«»¨Îè_½ÅÏÂ		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		TTPS	-1	-1
6154	6154	6100	Charm10_4				C1_Ê±×°_µûÒ«»¨Îè_½ÅÏÂ		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		TTPS	-1	-1
6155	6155	6100	Charm10_8				C1_Ê±×°_±¦Ê¯ĞÇÔÆ_¼ç02		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		TTPS	-1	-1
6156	6156	6100	Charm10_8				C1_Ê±×°_±¦Ê¯ĞÇÔÆ_¼ç02		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		TTPS	-1	-1
6157	6157	6100	Charm10_8				C1_Ê±×°_±¦Ê¯ĞÇÔÆ_Ñü04		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		TTPS	-1	-1
6158	6158	6100	Charm10_8				C1_Ê±×°_±¦Ê¯ĞÇÔÆ_Ñü03		ÉíÌåÊÜ»÷µã	0	0	0	1	0		TTPS	-1	-1
