INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING	STRING
990	男主角_御剑双飞结束男女	男主角_御剑双飞结束男女	男主角_御剑双飞结束男女	男主角_御剑双飞结束男女	男主角_御剑双飞结束男女	男主角_御剑双飞结束男女	男主角_御剑双飞结束男女	npc_attack	男主角_御剑双飞结束男女	1	-1	男主角_御剑双飞结束男女	男主角_御剑双飞结束男女
991	男主角_御剑双飞预备男男a	男主角_御剑双飞预备男男a	男主角_御剑双飞预备男男a	男主角_御剑双飞预备男男a	男主角_御剑双飞预备男男a	男主角_御剑双飞预备男男a	男主角_御剑双飞预备男男a	npc_attack	男主角_御剑双飞预备男男a	1	-1	男主角_御剑双飞预备男男a	男主角_御剑双飞预备男男a
992	男主角-御剑双飞预备男男b	男主角-御剑双飞预备男男b	男主角-御剑双飞预备男男b	男主角-御剑双飞预备男男b	男主角-御剑双飞预备男男b	男主角-御剑双飞预备男男b	男主角-御剑双飞预备男男b	npc_attack	男主角-御剑双飞预备男男b	1	-1	男主角-御剑双飞预备男男b	男主角-御剑双飞预备男男b
993	男主角_御剑双飞持续男男a	男主角_御剑双飞持续男男a	男主角_御剑双飞持续男男a	男主角_御剑双飞持续男男a	男主角_御剑双飞持续男男a	男主角_御剑双飞持续男男a	男主角_御剑双飞持续男男a	npc_attack	男主角_御剑双飞持续男男a	1	-1	男主角_御剑双飞持续男男a	男主角_御剑双飞持续男男a
994	男主角-御剑双飞持续男男b	男主角-御剑双飞持续男男b	男主角-御剑双飞持续男男b	男主角-御剑双飞持续男男b	男主角-御剑双飞持续男男b	男主角-御剑双飞持续男男b	男主角-御剑双飞持续男男b	npc_attack	男主角-御剑双飞持续男男b	1	-1	男主角-御剑双飞持续男男b	男主角-御剑双飞持续男男b
995	男主角_御剑双飞结束男男a	男主角_御剑双飞结束男男a	男主角_御剑双飞结束男男a	男主角_御剑双飞结束男男a	男主角_御剑双飞结束男男a	男主角_御剑双飞结束男男a	男主角_御剑双飞结束男男a	npc_attack	男主角_御剑双飞结束男男a	1	-1	男主角_御剑双飞结束男男a	男主角_御剑双飞结束男男a
996	男主角-御剑双飞结束男男b	男主角-御剑双飞结束男男b	男主角-御剑双飞结束男男b	男主角-御剑双飞结束男男b	男主角-御剑双飞结束男男b	男主角-御剑双飞结束男男b	男主角-御剑双飞结束男男b	npc_attack	男主角-御剑双飞结束男男b	1	-1	男主角-御剑双飞结束男男b	男主角-御剑双飞结束男男b
997	男主角-饮酒预备女男	男主角-饮酒预备女男	男主角-饮酒预备女男	男主角-饮酒预备女男	男主角-饮酒预备女男	男主角-饮酒预备女男	男主角-饮酒预备女男	npc_attack	男主角-饮酒预备女男	1	764	男主角-饮酒预备女男	男主角-饮酒预备女男
998	男主角-饮酒持续女男	男主角-饮酒持续女男	男主角-饮酒持续女男	男主角-饮酒持续女男	男主角-饮酒持续女男	男主角-饮酒持续女男	男主角-饮酒持续女男	npc_attack	男主角-饮酒持续女男	1	764	男主角-饮酒持续女男	男主角-饮酒持续女男
999	男主角-饮酒结束女男	男主角-饮酒结束女男	男主角-饮酒结束女男	男主角-饮酒结束女男	男主角-饮酒结束女男	男主角-饮酒结束女男	男主角-饮酒结束女男	npc_attack	男主角-饮酒结束女男	1	764	男主角-饮酒结束女男	男主角-饮酒结束女男
1000	男主角-饮酒预备男女	男主角-饮酒预备男女	男主角-饮酒预备男女	男主角-饮酒预备男女	男主角-饮酒预备男女	男主角-饮酒预备男女	男主角-饮酒预备男女	npc_attack	男主角-饮酒预备男女	1	763	男主角-饮酒预备男女	男主角-饮酒预备男女
1001	男主角-饮酒持续男女	男主角-饮酒持续男女	男主角-饮酒持续男女	男主角-饮酒持续男女	男主角-饮酒持续男女	男主角-饮酒持续男女	男主角-饮酒持续男女	npc_attack	男主角-饮酒持续男女	1	763	男主角-饮酒持续男女	男主角-饮酒持续男女
1002	男主角-饮酒结束男女	男主角-饮酒结束男女	男主角-饮酒结束男女	男主角-饮酒结束男女	男主角-饮酒结束男女	男主角-饮酒结束男女	男主角-饮酒结束男女	npc_attack	男主角-饮酒结束男女	1	763	男主角-饮酒结束男女	男主角-饮酒结束男女
1003	男主角-饮酒预备男男a	男主角-饮酒预备男男a	男主角-饮酒预备男男a	男主角-饮酒预备男男a	男主角-饮酒预备男男a	男主角-饮酒预备男男a	男主角-饮酒预备男男a	npc_attack	男主角-饮酒预备男男a	1	763	男主角-饮酒预备男男a	男主角-饮酒预备男男a
1004	男主角-饮酒预备男男b	男主角-饮酒预备男男b	男主角-饮酒预备男男b	男主角-饮酒预备男男b	男主角-饮酒预备男男b	男主角-饮酒预备男男b	男主角-饮酒预备男男b	npc_attack	男主角-饮酒预备男男b	1	764	男主角-饮酒预备男男b	男主角-饮酒预备男男b
1005	男主角-饮酒持续男男a	男主角-饮酒持续男男a	男主角-饮酒持续男男a	男主角-饮酒持续男男a	男主角-饮酒持续男男a	男主角-饮酒持续男男a	男主角-饮酒持续男男a	npc_attack	男主角-饮酒持续男男a	1	763	男主角-饮酒持续男男a	男主角-饮酒持续男男a
1006	男主角-饮酒持续男男b	男主角-饮酒持续男男b	男主角-饮酒持续男男b	男主角-饮酒持续男男b	男主角-饮酒持续男男b	男主角-饮酒持续男男b	男主角-饮酒持续男男b	npc_attack	男主角-饮酒持续男男b	1	764	男主角-饮酒持续男男b	男主角-饮酒持续男男b
1007	男主角-饮酒结束男男a	男主角-饮酒结束男男a	男主角-饮酒结束男男a	男主角-饮酒结束男男a	男主角-饮酒结束男男a	男主角-饮酒结束男男a	男主角-饮酒结束男男a	npc_attack	男主角-饮酒结束男男a	1	763	男主角-饮酒结束男男a	男主角-饮酒结束男男a
1008	男主角-饮酒结束男男b	男主角-饮酒结束男男b	男主角-饮酒结束男男b	男主角-饮酒结束男男b	男主角-饮酒结束男男b	男主角-饮酒结束男男b	男主角-饮酒结束男男b	npc_attack	男主角-饮酒结束男男b	1	764	男主角-饮酒结束男男b	男主角-饮酒结束男男b
1009	男主角_携手下落男女	男主角_携手下落男女	男主角_携手下落男女	男主角_携手下落男女	男主角_携手下落男女	男主角_携手下落男女	男主角_携手下落男女	npc_attack	男主角_携手下落男女	1	748	男主角_携手下落男女	男主角_携手下落男女
1010	男主角_携手下落女男	男主角_携手下落女男	男主角_携手下落女男	男主角_携手下落女男	男主角_携手下落女男	男主角_携手下落女男	男主角_携手下落女男	npc_attack	男主角_携手下落女男	1	748	男主角_携手下落女男	男主角_携手下落女男
1011	男主角-背向舞剑男女特效	男主角-背向舞剑男女特效	男主角-背向舞剑男女特效	男主角-背向舞剑男女特效	男主角-背向舞剑男女特效	男主角-背向舞剑男女特效	男主角-背向舞剑男女特效	npc_attack	男主角-背向舞剑男女特效	1	748	男主角-背向舞剑男女特效	男主角-背向舞剑男女特效
1012	男主角-背向舞剑女男特效	男主角-背向舞剑女男特效	男主角-背向舞剑女男特效	男主角-背向舞剑女男特效	男主角-背向舞剑女男特效	男主角-背向舞剑女男特效	男主角-背向舞剑女男特效	npc_attack	男主角-背向舞剑女男特效	1	748	男主角-背向舞剑女男特效	男主角-背向舞剑女男特效
1013	男主角_一起攻击男女	男主角_一起攻击男女	男主角_一起攻击男女	男主角_一起攻击男女	男主角_一起攻击男女	男主角_一起攻击男女	男主角_一起攻击男女	npc_attack	男主角_一起攻击男女	1	748	男主角_一起攻击男女	男主角_一起攻击男女
1014	男主角_一起攻击女男	男主角_一起攻击女男	男主角_一起攻击女男	男主角_一起攻击女男	男主角_一起攻击女男	男主角_一起攻击女男	男主角_一起攻击女男	npc_attack	男主角_一起攻击女男	1	748	男主角_一起攻击女男	男主角_一起攻击女男
1015	男主角_背向转圈预备_男女特效	男主角_背向转圈预备_男女特效	男主角_背向转圈预备_男女特效	男主角_背向转圈预备_男女特效	男主角_背向转圈预备_男女特效	男主角_背向转圈预备_男女特效	男主角_背向转圈预备_男女特效	npc_attack	男主角_背向转圈预备_男女特效	1	748	男主角_背向转圈预备_男女特效	男主角_背向转圈预备_男女特效
1016	男主角-背向转圈预备-女男	男主角-背向转圈预备-女男	男主角-背向转圈预备-女男	男主角-背向转圈预备-女男	男主角-背向转圈预备-女男	男主角-背向转圈预备-女男	男主角-背向转圈预备-女男	npc_attack	男主角-背向转圈预备-女男	1	748	男主角-背向转圈预备-女男	男主角-背向转圈预备-女男
1017	男主角_背向转圈持续_男女特效	男主角_背向转圈持续_男女特效	男主角_背向转圈持续_男女特效	男主角_背向转圈持续_男女特效	男主角_背向转圈持续_男女特效	男主角_背向转圈持续_男女特效	男主角_背向转圈持续_男女特效	npc_attack	男主角_背向转圈持续_男女特效	1	748	男主角_背向转圈持续_男女特效	男主角_背向转圈持续_男女特效
1018	男主角-背向转圈持续-女男	男主角-背向转圈持续-女男	男主角-背向转圈持续-女男	男主角-背向转圈持续-女男	男主角-背向转圈持续-女男	男主角-背向转圈持续-女男	男主角-背向转圈持续-女男	npc_attack	男主角-背向转圈持续-女男	1	748	男主角-背向转圈持续-女男	男主角-背向转圈持续-女男
1019	男主角_背向转圈结束_男女特效	男主角_背向转圈结束_男女特效	男主角_背向转圈结束_男女特效	男主角_背向转圈结束_男女特效	男主角_背向转圈结束_男女特效	男主角_背向转圈结束_男女特效	男主角_背向转圈结束_男女特效	npc_attack	男主角_背向转圈结束_男女特效	1	748	男主角_背向转圈结束_男女特效	男主角_背向转圈结束_男女特效
1020	男主角-背向转圈结束-女男	男主角-背向转圈结束-女男	男主角-背向转圈结束-女男	男主角-背向转圈结束-女男	男主角-背向转圈结束-女男	男主角-背向转圈结束-女男	男主角-背向转圈结束-女男	npc_attack	男主角-背向转圈结束-女男	1	748	男主角-背向转圈结束-女男	男主角-背向转圈结束-女男
1027	星星_星河虹吸	g01_祈祷	g01_祈祷	g01_祈祷	星星_星河虹吸	g01_祈祷	星星_星河虹吸	星星_星河虹吸	g01_祈祷	1	-1	g01_祈祷	星星_星河虹吸
1028	男主角_七夕节男女	男主角_七夕节男女	男主角_七夕节男女	男主角_七夕节男女	男主角_七夕节男女	男主角_七夕节男女	男主角_七夕节男女	npc_attack	男主角_七夕节男女	1	-1	男主角_七夕节男女	男主角_七夕节男女
1029	男主角_七夕节男女_1	男主角_七夕节男女_1	男主角_七夕节男女_1	男主角_七夕节男女_1	男主角_七夕节男女_1	男主角_七夕节男女_1	男主角_七夕节男女_1	npc_attack	男主角_七夕节男女_1	1	-1	男主角_七夕节男女_1	男主角_七夕节男女_1
1030	m01_九阴锻骨_魔宗	m01_九阴锻骨_魔宗	m01_九阴锻骨_魔宗	m01_九阴锻骨_魔宗	m01_九阴锻骨_魔宗	m01_九阴锻骨_魔宗	m01_九阴锻骨_魔宗	m01_九阴锻骨_魔宗	m01_九阴锻骨_魔宗	1	-1	m01_九阴锻骨_魔宗	m01_九阴锻骨_魔宗
1031	m01_五毒失魂引_魔宗	m01_五毒失魂引_魔宗	m01_五毒失魂引_魔宗	m01_五毒失魂引_魔宗	m01_五毒失魂引_魔宗	m01_五毒失魂引_魔宗	m01_五毒失魂引_魔宗	m01_五毒失魂引_魔宗	m01_五毒失魂引_魔宗	1	-1	m01_五毒失魂引_魔宗	m01_五毒失魂引_魔宗
1032	m01_总诀式_剑宗	m01_总诀式_剑宗	m01_总诀式_剑宗	m01_总诀式_剑宗	m01_总诀式_剑宗	m01_总诀式_剑宗	m01_总诀式_剑宗	m01_总诀式_剑宗	m01_总诀式_剑宗	1	-1	m01_总诀式_剑宗	m01_总诀式_剑宗
1033	m01_破箭式_剑宗	m01_破箭式_剑宗	m01_破箭式_剑宗	m01_破箭式_剑宗	m01_破箭式_剑宗	m01_破箭式_剑宗	m01_破箭式_剑宗	m01_破箭式_剑宗	m01_破箭式_剑宗	1	-1	m01_破箭式_剑宗	m01_破箭式_剑宗
1034	m01_破气式_剑宗	m01_破气式_剑宗	m01_破气式_剑宗	m01_破气式_剑宗	m01_破气式_剑宗	m01_破气式_剑宗	m01_破气式_剑宗	m01_破气式_剑宗	m01_破气式_剑宗	1	-1	m01_破气式_剑宗	m01_破气式_剑宗
1035	m01_云海迎客_佛宗	m01_云海迎客_佛宗	m01_云海迎客_佛宗	m01_云海迎客_佛宗	m01_云海迎客_佛宗	m01_云海迎客_佛宗	m01_云海迎客_佛宗	m01_云海迎客_佛宗	m01_云海迎客_佛宗	1	-1	m01_云海迎客_佛宗	m01_云海迎客_佛宗
1036	m01_千里归元_佛宗	m01_千里归元_佛宗	m01_千里归元_佛宗	m01_千里归元_佛宗	m01_千里归元_佛宗	m01_千里归元_佛宗	m01_千里归元_佛宗	m01_千里归元_佛宗	m01_千里归元_佛宗	1	-1	m01_千里归元_佛宗	m01_千里归元_佛宗
1037	m01_万法皆空_佛宗	m01_万法皆空_佛宗	m01_万法皆空_佛宗	m01_万法皆空_佛宗	m01_万法皆空_佛宗	m01_万法皆空_佛宗	m01_万法皆空_佛宗	m01_万法皆空_佛宗	m01_万法皆空_佛宗	1	-1	m01_万法皆空_佛宗	m01_万法皆空_佛宗
1038	m01_太极聚气_魔宗	m01_太极聚气_魔宗	m01_太极聚气_魔宗	m01_太极聚气_魔宗	m01_太极聚气_魔宗	m01_太极聚气_魔宗	m01_太极聚气_魔宗	m01_太极聚气_魔宗	m01_太极聚气_魔宗	1	-1	m01_太极聚气_魔宗	m01_太极聚气_魔宗
1039	m01_盘龙真诀_魔宗_攻击	m01_盘龙真诀_魔宗_攻击	m01_盘龙真诀_魔宗_攻击	m01_盘龙真诀_魔宗_攻击	m01_盘龙真诀_魔宗_攻击	m01_盘龙真诀_魔宗_攻击	m01_盘龙真诀_魔宗_攻击	m01_盘龙真诀_魔宗_攻击	m01_盘龙真诀_魔宗_攻击	1	-1	m01_盘龙真诀_魔宗_攻击	m01_盘龙真诀_魔宗_攻击
1040	m01_金刚之躯_魔宗	m01_金刚之躯_魔宗	m01_金刚之躯_魔宗	m01_金刚之躯_魔宗	m01_金刚之躯_魔宗	m01_金刚之躯_魔宗	m01_金刚之躯_魔宗	m01_金刚之躯_魔宗	m01_金刚之躯_魔宗	1	-1	m01_金刚之躯_魔宗	m01_金刚之躯_魔宗
1041	m01_天罡指路_剑宗	m01_天罡指路_剑宗	m01_天罡指路_剑宗	m01_天罡指路_剑宗	m01_天罡指路_剑宗	m01_天罡指路_剑宗	m01_天罡指路_剑宗	m01_天罡指路_剑宗	m01_天罡指路_剑宗	1	-1	m01_天罡指路_剑宗	m01_天罡指路_剑宗
1042	m01_剑点三星_剑宗	m01_剑点三星_剑宗	m01_剑点三星_剑宗	m01_剑点三星_剑宗	m01_剑点三星_剑宗	m01_剑点三星_剑宗	m01_剑点三星_剑宗	m01_剑点三星_剑宗	m01_剑点三星_剑宗	1	-1	m01_剑点三星_剑宗	m01_剑点三星_剑宗
1043	m01_黄龙揽尾_剑宗	m01_黄龙揽尾_剑宗	m01_黄龙揽尾_剑宗	m01_黄龙揽尾_剑宗	m01_黄龙揽尾_剑宗	m01_黄龙揽尾_剑宗	m01_黄龙揽尾_剑宗	m01_黄龙揽尾_剑宗	m01_黄龙揽尾_剑宗	1	-1	m01_黄龙揽尾_剑宗	m01_黄龙揽尾_剑宗
1044	m01_千象奔鸣_佛宗	m01_千象奔鸣_佛宗	m01_千象奔鸣_佛宗	m01_千象奔鸣_佛宗	m01_千象奔鸣_佛宗	m01_千象奔鸣_佛宗	m01_千象奔鸣_佛宗	m01_千象奔鸣_佛宗	m01_千象奔鸣_佛宗	1	-1	m01_千象奔鸣_佛宗	m01_千象奔鸣_佛宗
1045	m01_万龙腾云_佛宗	m01_万龙腾云_佛宗	m01_万龙腾云_佛宗	m01_万龙腾云_佛宗	m01_万龙腾云_佛宗	m01_万龙腾云_佛宗	m01_万龙腾云_佛宗	m01_万龙腾云_佛宗	m01_万龙腾云_佛宗	1	-1	m01_万龙腾云_佛宗	m01_万龙腾云_佛宗
1046	m01_龙象般若_佛宗	m01_龙象般若_佛宗	m01_龙象般若_佛宗	m01_龙象般若_佛宗	m01_龙象般若_佛宗	m01_龙象般若_佛宗	m01_龙象般若_佛宗	m01_龙象般若_佛宗	m01_龙象般若_佛宗	1	-1	m01_龙象般若_佛宗	m01_龙象般若_佛宗
1047	m01_五毒失魂引_魔宗	m01_五毒失魂引_魔宗	m01_五毒失魂引_魔宗	m01_五毒失魂引_魔宗	m01_五毒失魂引_魔宗	m01_五毒失魂引_魔宗	m01_五毒失魂引_魔宗	m01_五毒失魂引_魔宗	m01_五毒失魂引_魔宗	1	-1	m01_五毒失魂引_魔宗	m01_五毒失魂引_魔宗
1048	m01_五仙残阳曲_魔宗	m01_五仙残阳曲_魔宗	m01_五仙残阳曲_魔宗	m01_五仙残阳曲_魔宗	m01_五仙残阳曲_魔宗	m01_五仙残阳曲_魔宗	m01_五仙残阳曲_魔宗	m01_五仙残阳曲_魔宗	m01_五仙残阳曲_魔宗	1	-1	m01_五仙残阳曲_魔宗	m01_五仙残阳曲_魔宗
1049	m01_飞瀑流虹_魔宗	m01_飞瀑流虹_魔宗	m01_飞瀑流虹_魔宗	m01_飞瀑流虹_魔宗	m01_飞瀑流虹_魔宗	m01_飞瀑流虹_魔宗	m01_飞瀑流虹_魔宗	m01_飞瀑流虹_魔宗	m01_飞瀑流虹_魔宗	1	-1	m01_飞瀑流虹_魔宗	m01_飞瀑流虹_魔宗
1050	m01_苍松拨云_剑宗	m01_苍松拨云_剑宗	m01_苍松拨云_剑宗	m01_苍松拨云_剑宗	m01_苍松拨云_剑宗	m01_苍松拨云_剑宗	m01_苍松拨云_剑宗	m01_苍松拨云_剑宗	m01_苍松拨云_剑宗	1	-1	m01_苍松拨云_剑宗	m01_苍松拨云_剑宗
1051	m01_随雾飘零_剑宗	m01_随雾飘零_剑宗	m01_随雾飘零_剑宗	m01_随雾飘零_剑宗	m01_随雾飘零_剑宗	m01_随雾飘零_剑宗	m01_随雾飘零_剑宗	m01_随雾飘零_剑宗	m01_随雾飘零_剑宗	1	-1	m01_随雾飘零_剑宗	m01_随雾飘零_剑宗
1052	m01_行云流水_剑宗	m01_行云流水_剑宗	m01_行云流水_剑宗	m01_行云流水_剑宗	m01_行云流水_剑宗	m01_行云流水_剑宗	m01_行云流水_剑宗	m01_行云流水_剑宗	m01_行云流水_剑宗	1	-1	m01_行云流水_剑宗	m01_行云流水_剑宗
1053	m01_如梦似醒_佛宗	m01_如梦似醒_佛宗	m01_如梦似醒_佛宗	m01_如梦似醒_佛宗	m01_如梦似醒_佛宗	m01_如梦似醒_佛宗	m01_如梦似醒_佛宗	m01_如梦似醒_佛宗	m01_如梦似醒_佛宗	1	-1	m01_如梦似醒_佛宗	m01_如梦似醒_佛宗
1054	m01_卧打三江_佛宗	m01_卧打三江_佛宗	m01_卧打三江_佛宗	m01_卧打三江_佛宗	m01_卧打三江_佛宗	m01_卧打三江_佛宗	m01_卧打三江_佛宗	m01_卧打三江_佛宗	m01_卧打三江_佛宗	1	-1	m01_卧打三江_佛宗	m01_卧打三江_佛宗
1055	m01_无相伏魔_佛宗	m01_无相伏魔_佛宗	m01_无相伏魔_佛宗	m01_无相伏魔_佛宗	m01_无相伏魔_佛宗	m01_无相伏魔_佛宗	m01_无相伏魔_佛宗	m01_无相伏魔_佛宗	m01_无相伏魔_佛宗	1	-1	m01_无相伏魔_佛宗	m01_无相伏魔_佛宗
1056	m01_广陵散_儒宗	m01_广陵散_儒宗	m01_广陵散_儒宗	m01_广陵散_儒宗	m01_广陵散_儒宗	m01_广陵散_儒宗	m01_广陵散_儒宗	m01_广陵散_儒宗	m01_广陵散_儒宗	1	-1	m01_广陵散_儒宗	m01_广陵散_儒宗
1057	m01_玄天黑白指_儒宗	m01_玄天黑白指_儒宗	m01_玄天黑白指_儒宗	m01_玄天黑白指_儒宗	m01_玄天黑白指_儒宗	m01_玄天黑白指_儒宗	m01_玄天黑白指_儒宗	m01_玄天黑白指_儒宗	m01_玄天黑白指_儒宗	1	-1	m01_玄天黑白指_儒宗	m01_玄天黑白指_儒宗
1058	m01_石上清露_儒宗	m01_石上清露_儒宗	m01_石上清露_儒宗	m01_石上清露_儒宗	m01_石上清露_儒宗	m01_石上清露_儒宗	m01_石上清露_儒宗	m01_石上清露_儒宗	m01_石上清露_儒宗	1	-1	m01_石上清露_儒宗	m01_石上清露_儒宗
1059	m01_寒冰诀_气宗	m01_寒冰诀_气宗	m01_寒冰诀_气宗	m01_寒冰诀_气宗	m01_寒冰诀_气宗	m01_寒冰诀_气宗	m01_寒冰诀_气宗	m01_寒冰诀_气宗	m01_寒冰诀_气宗	1	-1	m01_寒冰诀_气宗	m01_寒冰诀_气宗
1060	m01_御气诀_气宗	m01_御气诀_气宗	m01_御气诀_气宗	m01_御气诀_气宗	m01_御气诀_气宗	m01_御气诀_气宗	m01_御气诀_气宗	m01_御气诀_气宗	m01_御气诀_气宗	1	-1	m01_御气诀_气宗	m01_御气诀_气宗
1061	m01_寒袖拂穴_气宗	m01_寒袖拂穴_气宗	m01_寒袖拂穴_气宗	m01_寒袖拂穴_气宗	m01_寒袖拂穴_气宗	m01_寒袖拂穴_气宗	m01_寒袖拂穴_气宗	m01_寒袖拂穴_气宗	m01_寒袖拂穴_气宗	1	-1	m01_寒袖拂穴_气宗	m01_寒袖拂穴_气宗
1062	m01_碧鸳云萝_魔宗_施法	m01_碧鸳云萝_魔宗_施法	m01_碧鸳云萝_魔宗_施法	m01_碧鸳云萝_魔宗_施法	m01_碧鸳云萝_魔宗_施法	m01_碧鸳云萝_魔宗_施法	m01_碧鸳云萝_魔宗_施法	m01_碧鸳云萝_魔宗_施法	m01_碧鸳云萝_魔宗_施法	1	-1	m01_碧鸳云萝_魔宗_施法	m01_碧鸳云萝_魔宗_施法
1063	m01_紫荆泽露_魔宗	m01_紫荆泽露_魔宗	m01_紫荆泽露_魔宗	m01_紫荆泽露_魔宗	m01_紫荆泽露_魔宗	m01_紫荆泽露_魔宗	m01_紫荆泽露_魔宗	m01_紫荆泽露_魔宗	m01_紫荆泽露_魔宗	1	-1	m01_紫荆泽露_魔宗	m01_紫荆泽露_魔宗
1064	m01_杜若流芳_魔宗	m01_杜若流芳_魔宗	m01_杜若流芳_魔宗	m01_杜若流芳_魔宗	m01_杜若流芳_魔宗	m01_杜若流芳_魔宗	m01_杜若流芳_魔宗	m01_杜若流芳_魔宗	m01_杜若流芳_魔宗	1	-1	m01_杜若流芳_魔宗	m01_杜若流芳_魔宗
1065	m01_孟仙指路_剑宗	m01_孟仙指路_剑宗	m01_孟仙指路_剑宗	m01_孟仙指路_剑宗	m01_孟仙指路_剑宗	m01_孟仙指路_剑宗	m01_孟仙指路_剑宗	m01_孟仙指路_剑宗	m01_孟仙指路_剑宗	1	-1	m01_孟仙指路_剑宗	m01_孟仙指路_剑宗
1066	m01_黑白夺魄_剑宗	m01_黑白夺魄_剑宗	m01_黑白夺魄_剑宗	m01_黑白夺魄_剑宗	m01_黑白夺魄_剑宗	m01_黑白夺魄_剑宗	m01_黑白夺魄_剑宗	m01_黑白夺魄_剑宗	m01_黑白夺魄_剑宗	1	-1	m01_黑白夺魄_剑宗	m01_黑白夺魄_剑宗
1067	m01_命归冥仙_剑宗	m01_命归冥仙_剑宗	m01_命归冥仙_剑宗	m01_命归冥仙_剑宗	m01_命归冥仙_剑宗	m01_命归冥仙_剑宗	m01_命归冥仙_剑宗	m01_命归冥仙_剑宗	m01_命归冥仙_剑宗	1	-1	m01_命归冥仙_剑宗	m01_命归冥仙_剑宗
1068	m01_佛云掌_佛宗	m01_佛云掌_佛宗	m01_佛云掌_佛宗	m01_佛云掌_佛宗	m01_佛云掌_佛宗	m01_佛云掌_佛宗	m01_佛云掌_佛宗	m01_佛云掌_佛宗	m01_佛云掌_佛宗	1	-1	m01_佛云掌_佛宗	m01_佛云掌_佛宗
1069	m01_罗汉伏魔_佛宗	m01_罗汉伏魔_佛宗	m01_罗汉伏魔_佛宗	m01_罗汉伏魔_佛宗	m01_罗汉伏魔_佛宗	m01_罗汉伏魔_佛宗	m01_罗汉伏魔_佛宗	m01_罗汉伏魔_佛宗	m01_罗汉伏魔_佛宗	1	-1	m01_罗汉伏魔_佛宗	m01_罗汉伏魔_佛宗
1070	m01_慈悲千叶手_佛宗	m01_慈悲千叶手_佛宗	m01_慈悲千叶手_佛宗	m01_慈悲千叶手_佛宗	m01_慈悲千叶手_佛宗	m01_慈悲千叶手_佛宗	m01_慈悲千叶手_佛宗	m01_慈悲千叶手_佛宗	m01_慈悲千叶手_佛宗	1	-1	m01_慈悲千叶手_佛宗	m01_慈悲千叶手_佛宗
1071	m01_飞虹见日_儒宗	m01_飞虹见日_儒宗	m01_飞虹见日_儒宗	m01_飞虹见日_儒宗	m01_飞虹见日_儒宗	m01_飞虹见日_儒宗	m01_飞虹见日_儒宗	m01_飞虹见日_儒宗	m01_飞虹见日_儒宗	1	-1	m01_飞虹见日_儒宗	m01_飞虹见日_儒宗
1072	m01_彩云双飞_儒宗	m01_彩云双飞_儒宗	m01_彩云双飞_儒宗	m01_彩云双飞_儒宗	m01_彩云双飞_儒宗	m01_彩云双飞_儒宗	m01_彩云双飞_儒宗	m01_彩云双飞_儒宗	m01_彩云双飞_儒宗	1	-1	m01_彩云双飞_儒宗	m01_彩云双飞_儒宗
1073	m01_神游凌云_儒宗	m01_神游凌云_儒宗	m01_神游凌云_儒宗	m01_神游凌云_儒宗	m01_神游凌云_儒宗	m01_神游凌云_儒宗	m01_神游凌云_儒宗	m01_神游凌云_儒宗	m01_神游凌云_儒宗	1	-1	m01_神游凌云_儒宗	m01_神游凌云_儒宗
1074	m01_六合剑_气宗	m01_六合剑_气宗	m01_六合剑_气宗	m01_六合剑_气宗	m01_六合剑_气宗	m01_六合剑_气宗	m01_六合剑_气宗	m01_六合剑_气宗	m01_六合剑_气宗	1	-1	m01_六合剑_气宗	m01_六合剑_气宗
1075	m01_灵风剑_气宗	m01_灵风剑_气宗	m01_灵风剑_气宗	m01_灵风剑_气宗	m01_灵风剑_气宗	m01_灵风剑_气宗	m01_灵风剑_气宗	m01_灵风剑_气宗	m01_灵风剑_气宗	1	-1	m01_灵风剑_气宗	m01_灵风剑_气宗
1076	m01_云水剑_气宗	m01_云水剑_气宗	m01_云水剑_气宗	m01_云水剑_气宗	m01_云水剑_气宗	m01_云水剑_气宗	m01_云水剑_气宗	m01_云水剑_气宗	m01_云水剑_气宗	1	-1	m01_云水剑_气宗	m01_云水剑_气宗
1077	m01_盘龙真诀_魔宗_聚气	m01_盘龙真诀_魔宗_聚气	m01_盘龙真诀_魔宗_聚气	m01_盘龙真诀_魔宗_聚气	m01_盘龙真诀_魔宗_聚气	m01_盘龙真诀_魔宗_聚气	m01_盘龙真诀_魔宗_聚气	m01_盘龙真诀_魔宗_聚气	m01_盘龙真诀_魔宗_聚气	1	-1	m01_盘龙真诀_魔宗_聚气	m01_盘龙真诀_魔宗_聚气
1078	m01_天机弩开_施法	m01_天机弩开_施法	m01_天机弩开_施法	m01_天机弩开_施法	m01_天机弩开_施法	m01_天机弩开_施法	m01_天机弩开_施法	m01_天机弩开_施法	m01_天机弩开_施法	1	975	m01_天机弩开_施法	m01_天机弩开_施法
1079	双手弩连招1	双手弩连招1	双手弩连招1	双手弩连招1	双手弩连招1	双手弩连招1	双手弩连招1	npc_attack	双手弩连招1	0	-1	双手弩连招1	双手弩连招1
1080	wm_男主角_唐门_流云矢	wm_男主角_唐门_流云矢	wm_男主角_唐门_流云矢_空手	wm_男主角_唐门_流云矢	wm_男主角_唐门_流云矢	m01_TM_流云矢_施法	wm_男主角_唐门_流云矢	npc_attack	wm_男主角_唐门_流云矢	0	-1	wm_男主角_唐门_流云矢_空手	wm_男主角_唐门_流云矢
