INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING	
988	女主角-御剑双飞持续女女b	女主角-御剑双飞持续女女b	女主角-御剑双飞持续女女b	女主角-御剑双飞持续女女b	女主角-御剑双飞持续女女b	女主角-御剑双飞持续女女b	女主角-御剑双飞持续女女b	npc_attack	npc_attack	1	-1	女主角-御剑双飞持续女女b	
989	女主角_御剑双飞结束女女a	女主角_御剑双飞结束女女a	女主角_御剑双飞结束女女a	女主角_御剑双飞结束女女a	女主角_御剑双飞结束女女a	女主角_御剑双飞结束女女a	女主角_御剑双飞结束女女a	npc_attack	npc_attack	1	-1	女主角-御剑双飞结束女女a	
990	女主角-御剑双飞结束女女b	女主角-御剑双飞结束女女b	女主角-御剑双飞结束女女b	女主角-御剑双飞结束女女b	女主角-御剑双飞结束女女b	女主角-御剑双飞结束女女b	女主角-御剑双飞结束女女b	npc_attack	npc_attack	1	-1	女主角-御剑双飞结束女女b	
991	女主角_御剑双飞预备女男	女主角_御剑双飞预备女男	女主角_御剑双飞预备女男	女主角_御剑双飞预备女男	女主角_御剑双飞预备女男	女主角_御剑双飞预备女男	女主角_御剑双飞预备女男	npc_attack	npc_attack	1	-1	女主角-御剑双飞预备女男	
992	女主角_御剑双飞持续女男	女主角_御剑双飞持续女男	女主角_御剑双飞持续女男	女主角_御剑双飞持续女男	女主角_御剑双飞持续女男	女主角_御剑双飞持续女男	女主角_御剑双飞持续女男	npc_attack	npc_attack	1	-1	女主角-御剑双飞持续女男	
993	女主角_御剑双飞结束女男	女主角_御剑双飞结束女男	女主角_御剑双飞结束女男	女主角_御剑双飞结束女男	女主角_御剑双飞结束女男	女主角_御剑双飞结束女男	女主角_御剑双飞结束女男	npc_attack	npc_attack	1	-1	女主角-御剑双飞结束女男	
994	女主角-御剑双飞预备男女	女主角-御剑双飞预备男女	女主角-御剑双飞预备男女	女主角-御剑双飞预备男女	女主角-御剑双飞预备男女	女主角-御剑双飞预备男女	女主角-御剑双飞预备男女	npc_attack	npc_attack	1	-1	女主角-御剑双飞预备男女	
995	女主角-御剑双飞持续男女	女主角-御剑双飞持续男女	女主角-御剑双飞持续男女	女主角-御剑双飞持续男女	女主角-御剑双飞持续男女	女主角-御剑双飞持续男女	女主角-御剑双飞持续男女	npc_attack	npc_attack	1	-1	女主角-御剑双飞持续男女	
996	女主角-御剑双飞结束男女	女主角-御剑双飞结束男女	女主角-御剑双飞结束男女	女主角-御剑双飞结束男女	女主角-御剑双飞结束男女	女主角-御剑双飞结束男女	女主角-御剑双飞结束男女	npc_attack	npc_attack	1	-1	女主角-御剑双飞结束男女	
997	女主角-饮酒预备女女a	女主角-饮酒预备女女a	女主角-饮酒预备女女a	女主角-饮酒预备女女a	女主角-饮酒预备女女a	女主角-饮酒预备女女a	女主角-饮酒预备女女a	npc_attack	npc_attack	1	765	女主角-饮酒预备女女a	
998	女主角-饮酒预备女女b	女主角-饮酒预备女女b	女主角-饮酒预备女女b	女主角-饮酒预备女女b	女主角-饮酒预备女女b	女主角-饮酒预备女女b	女主角-饮酒预备女女b	npc_attack	npc_attack	1	766	女主角-饮酒预备女女b	
999	女主角-饮酒持续女女a	女主角-饮酒持续女女a	女主角-饮酒持续女女a	女主角-饮酒持续女女a	女主角-饮酒持续女女a	女主角-饮酒持续女女a	女主角-饮酒持续女女a	npc_attack	npc_attack	1	765	女主角-饮酒持续女女a	
1000	女主角-饮酒持续女女b	女主角-饮酒持续女女b	女主角-饮酒持续女女b	女主角-饮酒持续女女b	女主角-饮酒持续女女b	女主角-饮酒持续女女b	女主角-饮酒持续女女b	npc_attack	npc_attack	1	766	女主角-饮酒持续女女b	
1001	女主角-饮酒结束女女a	女主角-饮酒结束女女a	女主角-饮酒结束女女a	女主角-饮酒结束女女a	女主角-饮酒结束女女a	女主角-饮酒结束女女a	女主角-饮酒结束女女a	npc_attack	npc_attack	1	765	女主角-饮酒结束女女a	
1002	女主角-饮酒结束女女b	女主角-饮酒结束女女b	女主角-饮酒结束女女b	女主角-饮酒结束女女b	女主角-饮酒结束女女b	女主角-饮酒结束女女b	女主角-饮酒结束女女b	npc_attack	npc_attack	1	766	女主角-饮酒结束女女b	
1003	女主角-饮酒预备女男	女主角-饮酒预备女男	女主角-饮酒预备女男	女主角-饮酒预备女男	女主角-饮酒预备女男	女主角-饮酒预备女男	女主角-饮酒预备女男	npc_attack	npc_attack	1	765	女主角-饮酒预备女男	
1004	女主角-饮酒持续女男	女主角-饮酒持续女男	女主角-饮酒持续女男	女主角-饮酒持续女男	女主角-饮酒持续女男	女主角-饮酒持续女男	女主角-饮酒持续女男	npc_attack	npc_attack	1	765	女主角-饮酒持续女男	
1005	女主角-饮酒结束女男	女主角-饮酒结束女男	女主角-饮酒结束女男	女主角-饮酒结束女男	女主角-饮酒结束女男	女主角-饮酒结束女男	女主角-饮酒结束女男	npc_attack	npc_attack	1	765	女主角-饮酒结束女男	
1006	女主角-饮酒预备男女	女主角-饮酒预备男女	女主角-饮酒预备男女	女主角-饮酒预备男女	女主角-饮酒预备男女	女主角-饮酒预备男女	女主角-饮酒预备男女	npc_attack	npc_attack	1	766	女主角-饮酒预备男女	
1007	女主角-饮酒持续男女	女主角-饮酒持续男女	女主角-饮酒持续男女	女主角-饮酒持续男女	女主角-饮酒持续男女	女主角-饮酒持续男女	女主角-饮酒持续男女	npc_attack	npc_attack	1	766	女主角-饮酒持续男女	
1008	女主角-饮酒结束男女	女主角-饮酒结束男女	女主角-饮酒结束男女	女主角-饮酒结束男女	女主角-饮酒结束男女	女主角-饮酒结束男女	女主角-饮酒结束男女	npc_attack	npc_attack	1	766	女主角-饮酒结束男女	
1009	女主角_携手下落女男	女主角-携手下落女男	女主角-携手下落女男	女主角-携手下落女男	女主角-携手下落女男	女主角-携手下落女男	女主角-携手下落女男	npc_attack	npc_attack	1	748	女主角-携手下落女男	
1010	女主角_携手下落男女	女主角-携手下落男女	女主角-携手下落男女	女主角-携手下落男女	女主角-携手下落男女	女主角-携手下落男女	女主角-携手下落男女	npc_attack	npc_attack	1	748	女主角-携手下落男女	
1011	女主角_背向舞剑女男特效	女主角_背向舞剑女男特效	女主角_背向舞剑女男特效	女主角_背向舞剑女男特效	女主角_背向舞剑女男特效	女主角_背向舞剑女男特效	女主角_背向舞剑女男特效	npc_attack	npc_attack	1	748	女主角-背向舞剑女男	
1012	女主角_背向舞剑男女特效	女主角_背向舞剑男女特效	女主角_背向舞剑男女特效	女主角_背向舞剑男女特效	女主角_背向舞剑男女特效	女主角_背向舞剑男女特效	女主角_背向舞剑男女特效	npc_attack	npc_attack	1	748	女主角-背向舞剑男女	
1013	女主角_一起攻击女男	女主角_一起攻击女男	女主角_一起攻击女男	女主角_一起攻击女男	女主角_一起攻击女男	女主角_一起攻击女男	女主角_一起攻击女男	npc_attack	npc_attack	1	748	女主角-一起攻击女男	
1014	女主角_一起攻击男女	女主角_一起攻击男女	女主角_一起攻击男女	女主角_一起攻击男女	女主角_一起攻击男女	女主角_一起攻击男女	女主角_一起攻击男女	npc_attack	npc_attack	1	748	女主角-一起攻击男女	
1015	女主角_背向转圈预备_女男特效	女主角_背向转圈预备_女男特效	女主角_背向转圈预备_女男特效	女主角_背向转圈预备_女男特效	女主角_背向转圈预备_女男特效	女主角_背向转圈预备_女男特效	女主角_背向转圈预备_女男特效	npc_attack	npc_attack	1	748	女主角-背向转圈预备-女男	
1016	女主角-背向转圈预备-男女	女主角-背向转圈预备-男女	女主角-背向转圈预备-男女	女主角-背向转圈预备-男女	女主角-背向转圈预备-男女	女主角-背向转圈预备-男女	女主角-背向转圈预备-男女	npc_attack	npc_attack	1	748	女主角-背向转圈预备-男女	
1017	女主角_背向转圈持续_女男特效	女主角_背向转圈持续_女男特效	女主角_背向转圈持续_女男特效	女主角_背向转圈持续_女男特效	女主角_背向转圈持续_女男特效	女主角_背向转圈持续_女男特效	女主角_背向转圈持续_女男特效	npc_attack	npc_attack	1	748	女主角-背向转圈持续-女男	
1018	女主角-背向转圈持续-男女	女主角-背向转圈持续-男女	女主角-背向转圈持续-男女	女主角-背向转圈持续-男女	女主角-背向转圈持续-男女	女主角-背向转圈持续-男女	女主角-背向转圈持续-男女	npc_attack	npc_attack	1	748	女主角-背向转圈持续-男女	
1019	女主角_背向转圈结束_女男特效	女主角_背向转圈结束_女男特效	女主角_背向转圈结束_女男特效	女主角_背向转圈结束_女男特效	女主角_背向转圈结束_女男特效	女主角_背向转圈结束_女男特效	女主角_背向转圈结束_女男特效	npc_attack	npc_attack	1	748	女主角-背向转圈结束-女男	
1020	女主角-背向转圈结束-男女	女主角-背向转圈结束-男女	女主角-背向转圈结束-男女	女主角-背向转圈结束-男女	女主角-背向转圈结束-男女	女主角-背向转圈结束-男女	女主角-背向转圈结束-男女	npc_attack	npc_attack	1	748	女主角-背向转圈结束-男女	
1021	女主角_背向转圈预备_男女特效	女主角_背向转圈预备_男女特效	女主角_背向转圈预备_男女特效	女主角_背向转圈预备_男女特效	女主角_背向转圈预备_男女特效	女主角_背向转圈预备_男女特效	女主角_背向转圈预备_男女特效	npc_attack	npc_attack	1	748	女主角-背向转圈预备-女a	
1022	女主角-背向转圈预备-女男	女主角-背向转圈预备-女男	女主角-背向转圈预备-女男	女主角-背向转圈预备-女男	女主角-背向转圈预备-女男	女主角-背向转圈预备-女男	女主角-背向转圈预备-女男	npc_attack	npc_attack	1	748	女主角-背向转圈预备-女b	
1023	女主角_背向转圈持续_男女特效	女主角_背向转圈持续_男女特效	女主角_背向转圈持续_男女特效	女主角_背向转圈持续_男女特效	女主角_背向转圈持续_男女特效	女主角_背向转圈持续_男女特效	女主角_背向转圈持续_男女特效	npc_attack	npc_attack	1	748	女主角-背向转圈持续-女a	
1024	女主角-背向转圈持续-女男	女主角-背向转圈持续-女男	女主角-背向转圈持续-女男	女主角-背向转圈持续-女男	女主角-背向转圈持续-女男	女主角-背向转圈持续-女男	女主角-背向转圈持续-女男	npc_attack	npc_attack	1	748	女主角-背向转圈持续-女b	
1025	女主角_背向转圈结束_男女特效	女主角_背向转圈结束_男女特效	女主角_背向转圈结束_男女特效	女主角_背向转圈结束_男女特效	女主角_背向转圈结束_男女特效	女主角_背向转圈结束_男女特效	女主角_背向转圈结束_男女特效	npc_attack	npc_attack	1	748	女主角-背向转圈结束-女a	
1026	女主角-背向转圈结束-女男	女主角-背向转圈结束-女男	女主角-背向转圈结束-女男	女主角-背向转圈结束-女男	女主角-背向转圈结束-女男	女主角-背向转圈结束-女男	女主角-背向转圈结束-女男	npc_attack	npc_attack	1	748	女主角-背向转圈结束-女b	
1027	m01_祈祷	m01_祈祷	m01_祈祷	m01_祈祷	m01_祈祷	m01_祈祷	m01_祈祷	npc_attack	npc_attack	1	-1	m01_祈祷	
1028	女主角_七夕节男女	女主角_七夕节男女	女主角_七夕节男女	女主角_七夕节男女	女主角_七夕节男女	女主角_七夕节男女	女主角_七夕节男女	npc_attack	npc_attack	1	-1	女主角_七夕节男女_1	
1029	女主角_七夕节男女_1	女主角_七夕节男女_1	女主角_七夕节男女_1	女主角_七夕节男女_1	女主角_七夕节男女_1	女主角_七夕节男女_1	女主角_七夕节男女_1	npc_attack	npc_attack	1	-1	女主角_七夕节男女_1	
1030	g01_九阴锻骨_魔宗	g01_九阴锻骨_魔宗	g01_九阴锻骨_魔宗	g01_九阴锻骨_魔宗	g01_九阴锻骨_魔宗	g01_九阴锻骨_魔宗	g01_九阴锻骨_魔宗	g01_九阴锻骨_魔宗	g01_九阴锻骨_魔宗	g01_九阴锻骨_魔宗	1	-1	九阴真经·九阴锻骨（施法动作）
1031	g01_五毒失魂引_魔宗	g01_五毒失魂引_魔宗	g01_五毒失魂引_魔宗	g01_五毒失魂引_魔宗	g01_五毒失魂引_魔宗	g01_五毒失魂引_魔宗	g01_五毒失魂引_魔宗	g01_五毒失魂引_魔宗	g01_五毒失魂引_魔宗	g01_五毒失魂引_魔宗	1	-1	九阴真经·大伏魔拳（施法动作）
1032	g01_总诀式_剑宗	g01_总诀式_剑宗	g01_总诀式_剑宗	g01_总诀式_剑宗	g01_总诀式_剑宗	g01_总诀式_剑宗	g01_总诀式_剑宗	g01_总诀式_剑宗	g01_总诀式_剑宗	g01_总诀式_剑宗	1	-1	独孤九剑·总诀式（施法动作）
1033	g01_破箭式_剑宗	g01_破箭式_剑宗	g01_破箭式_剑宗	g01_破箭式_剑宗	g01_破箭式_剑宗	g01_破箭式_剑宗	g01_破箭式_剑宗	g01_破箭式_剑宗	g01_破箭式_剑宗	g01_破箭式_剑宗	1	-1	独孤九剑·破箭式（施法动作）
1034	g01_破气式_剑宗	g01_破气式_剑宗	g01_破气式_剑宗	g01_破气式_剑宗	g01_破气式_剑宗	g01_破气式_剑宗	g01_破气式_剑宗	g01_破气式_剑宗	g01_破气式_剑宗	g01_破气式_剑宗	1	-1	独孤九剑·破气式（施法动作）
1035	g01_云海迎客_佛宗	g01_云海迎客_佛宗	g01_云海迎客_佛宗	g01_云海迎客_佛宗	g01_云海迎客_佛宗	g01_云海迎客_佛宗	g01_云海迎客_佛宗	g01_云海迎客_佛宗	g01_云海迎客_佛宗	g01_云海迎客_佛宗	1	-1	神照经·云海迎客（施法动作）
1036	g01_千里归元_佛宗	g01_千里归元_佛宗	g01_千里归元_佛宗	g01_千里归元_佛宗	g01_千里归元_佛宗	g01_千里归元_佛宗	g01_千里归元_佛宗	g01_千里归元_佛宗	g01_千里归元_佛宗	g01_千里归元_佛宗	1	-1	神照经·千里归元（施法动作）
1037	g01_万法皆空_佛宗	g01_万法皆空_佛宗	g01_万法皆空_佛宗	g01_万法皆空_佛宗	g01_万法皆空_佛宗	g01_万法皆空_佛宗	g01_万法皆空_佛宗	g01_万法皆空_佛宗	g01_万法皆空_佛宗	g01_万法皆空_佛宗	1	-1	神照经·万法皆空（施法动作）
1038	g01_太极聚气_魔宗	g01_太极聚气_魔宗	g01_太极聚气_魔宗	g01_太极聚气_魔宗	g01_太极聚气_魔宗	g01_太极聚气_魔宗	g01_太极聚气_魔宗	g01_太极聚气_魔宗	g01_太极聚气_魔宗	g01_太极聚气_魔宗	1	-1	九阳真经·太极聚气（施法动作）
1039	g01_盘龙真诀_魔宗_攻击	g01_盘龙真诀_魔宗_攻击	g01_盘龙真诀_魔宗_攻击	g01_盘龙真诀_魔宗_攻击	g01_盘龙真诀_魔宗_攻击	g01_盘龙真诀_魔宗_攻击	g01_盘龙真诀_魔宗_攻击	g01_盘龙真诀_魔宗_攻击	g01_盘龙真诀_魔宗_攻击	g01_盘龙真诀_魔宗_攻击	1	-1	九阳真经·盘龙真诀（施法动作）
1040	g01_金刚之躯_魔宗	g01_金刚之躯_魔宗	g01_金刚之躯_魔宗	g01_金刚之躯_魔宗	g01_金刚之躯_魔宗	g01_金刚之躯_魔宗	g01_金刚之躯_魔宗	g01_金刚之躯_魔宗	g01_金刚之躯_魔宗	g01_金刚之躯_魔宗	1	-1	九阳真经·金刚之躯（施法动作）
1041	g01_天罡指路_剑宗	g01_天罡指路_剑宗	g01_天罡指路_剑宗	g01_天罡指路_剑宗	g01_天罡指路_剑宗	g01_天罡指路_剑宗	g01_天罡指路_剑宗	g01_天罡指路_剑宗	g01_天罡指路_剑宗	g01_天罡指路_剑宗	1	-1	太乙玄门剑·天罡指路（施法动作）
1042	g01_剑点三星_剑宗	g01_剑点三星_剑宗	g01_剑点三星_剑宗	g01_剑点三星_剑宗	g01_剑点三星_剑宗	g01_剑点三星_剑宗	g01_剑点三星_剑宗	g01_剑点三星_剑宗	g01_剑点三星_剑宗	g01_剑点三星_剑宗	1	-1	太乙玄门剑·剑点三星（施法动作）
1043	g01_黄龙揽尾_剑宗	g01_黄龙揽尾_剑宗	g01_黄龙揽尾_剑宗	g01_黄龙揽尾_剑宗	g01_黄龙揽尾_剑宗	g01_黄龙揽尾_剑宗	g01_黄龙揽尾_剑宗	g01_黄龙揽尾_剑宗	g01_黄龙揽尾_剑宗	g01_黄龙揽尾_剑宗	1	-1	太乙玄门剑·黄龙揽尾（施法动作）
1044	g01_千象奔鸣_佛宗	g01_千象奔鸣_佛宗	g01_千象奔鸣_佛宗	g01_千象奔鸣_佛宗	g01_千象奔鸣_佛宗	g01_千象奔鸣_佛宗	g01_千象奔鸣_佛宗	g01_千象奔鸣_佛宗	g01_千象奔鸣_佛宗	g01_千象奔鸣_佛宗	1	-1	龙象般若经·千象奔鸣（施法动作）
1045	g01_万龙腾云_佛宗	g01_万龙腾云_佛宗	g01_万龙腾云_佛宗	g01_万龙腾云_佛宗	g01_万龙腾云_佛宗	g01_万龙腾云_佛宗	g01_万龙腾云_佛宗	g01_万龙腾云_佛宗	g01_万龙腾云_佛宗	g01_万龙腾云_佛宗	1	-1	龙象般若经·万龙腾云（施法动作）
1046	g01_龙象般若_佛宗	g01_龙象般若_佛宗	g01_龙象般若_佛宗	g01_龙象般若_佛宗	g01_龙象般若_佛宗	g01_龙象般若_佛宗	g01_龙象般若_佛宗	g01_龙象般若_佛宗	g01_龙象般若_佛宗	g01_龙象般若_佛宗	1	-1	龙象般若经·龙象般若（施法动作）
1047	g01_五毒失魂引_魔宗	g01_五毒失魂引_魔宗	g01_五毒失魂引_魔宗	g01_五毒失魂引_魔宗	g01_五毒失魂引_魔宗	g01_五毒失魂引_魔宗	g01_五毒失魂引_魔宗	g01_五毒失魂引_魔宗	g01_五毒失魂引_魔宗	g01_五毒失魂引_魔宗	1	-1	五毒密传·五毒失魂引（施法动作）
1048	g01_五仙残阳曲_魔宗	g01_五仙残阳曲_魔宗	g01_五仙残阳曲_魔宗	g01_五仙残阳曲_魔宗	g01_五仙残阳曲_魔宗	g01_五仙残阳曲_魔宗	g01_五仙残阳曲_魔宗	g01_五仙残阳曲_魔宗	g01_五仙残阳曲_魔宗	g01_五仙残阳曲_魔宗	1	-1	五毒密传·五仙残阳曲_（施法动作）
1049	g01_飞瀑流虹_魔宗	g01_飞瀑流虹_魔宗	g01_飞瀑流虹_魔宗	g01_飞瀑流虹_魔宗	g01_飞瀑流虹_魔宗	g01_飞瀑流虹_魔宗	g01_飞瀑流虹_魔宗	g01_飞瀑流虹_魔宗	g01_飞瀑流虹_魔宗	g01_飞瀑流虹_魔宗	1	-1	五毒密传·飞瀑流虹（施法动作）
1050	g01_苍松拨云_剑宗	g01_苍松拨云_剑宗	g01_苍松拨云_剑宗	g01_苍松拨云_剑宗	g01_苍松拨云_剑宗	g01_苍松拨云_剑宗	g01_苍松拨云_剑宗	g01_苍松拨云_剑宗	g01_苍松拨云_剑宗	g01_苍松拨云_剑宗	1	-1	云雾十三剑·苍松拨云（施法动作）
1051	g01_随雾飘零_剑宗	g01_随雾飘零_剑宗	g01_随雾飘零_剑宗	g01_随雾飘零_剑宗	g01_随雾飘零_剑宗	g01_随雾飘零_剑宗	g01_随雾飘零_剑宗	g01_随雾飘零_剑宗	g01_随雾飘零_剑宗	g01_随雾飘零_剑宗	1	-1	云雾十三剑·随雾飘零（施法动作）
1052	g01_行云流水_剑宗	g01_行云流水_剑宗	g01_行云流水_剑宗	g01_行云流水_剑宗	g01_行云流水_剑宗	g01_行云流水_剑宗	g01_行云流水_剑宗	g01_行云流水_剑宗	g01_行云流水_剑宗	g01_行云流水_剑宗	1	-1	云雾十三剑·行云流水（施法动作）
1053	g01_如梦似醒_佛宗	g01_如梦似醒_佛宗	g01_如梦似醒_佛宗	g01_如梦似醒_佛宗	g01_如梦似醒_佛宗	g01_如梦似醒_佛宗	g01_如梦似醒_佛宗	g01_如梦似醒_佛宗	g01_如梦似醒_佛宗	g01_如梦似醒_佛宗	1	-1	睡梦罗汉拳·如梦似醒（施法动作）
1054	g01_卧打三江_佛宗	g01_卧打三江_佛宗	g01_卧打三江_佛宗	g01_卧打三江_佛宗	g01_卧打三江_佛宗	g01_卧打三江_佛宗	g01_卧打三江_佛宗	g01_卧打三江_佛宗	g01_卧打三江_佛宗	g01_卧打三江_佛宗	1	-1	睡梦罗汉拳·卧打三江（施法动作）
1055	g01_无相伏魔_佛宗	g01_无相伏魔_佛宗	g01_无相伏魔_佛宗	g01_无相伏魔_佛宗	g01_无相伏魔_佛宗	g01_无相伏魔_佛宗	g01_无相伏魔_佛宗	g01_无相伏魔_佛宗	g01_无相伏魔_佛宗	g01_无相伏魔_佛宗	1	-1	睡梦罗汉拳·无相伏魔（施法动作）
1056	g01_广陵散_儒宗	g01_广陵散_儒宗	g01_广陵散_儒宗	g01_广陵散_儒宗	g01_广陵散_儒宗	g01_广陵散_儒宗	g01_广陵散_儒宗	g01_广陵散_儒宗	g01_广陵散_儒宗	g01_广陵散_儒宗	1	-1	函谷八绝·广陵散（施法动作）
1057	g01_玄天黑白指_儒宗	g01_玄天黑白指_儒宗	g01_玄天黑白指_儒宗	g01_玄天黑白指_儒宗	g01_玄天黑白指_儒宗	g01_玄天黑白指_儒宗	g01_玄天黑白指_儒宗	g01_玄天黑白指_儒宗	g01_玄天黑白指_儒宗	g01_玄天黑白指_儒宗	1	-1	函谷八绝·玄天黑白指（施法动作）
1058	g01_石上清露_儒宗	g01_石上清露_儒宗	g01_石上清露_儒宗	g01_石上清露_儒宗	g01_石上清露_儒宗	g01_石上清露_儒宗	g01_石上清露_儒宗	g01_石上清露_儒宗	g01_石上清露_儒宗	g01_石上清露_儒宗	1	-1	函谷八绝·石上清露（施法动作）
1059	g01_寒冰诀_气宗	g01_寒冰诀_气宗	g01_寒冰诀_气宗	g01_寒冰诀_气宗	g01_寒冰诀_气宗	g01_寒冰诀_气宗	g01_寒冰诀_气宗	g01_寒冰诀_气宗	g01_寒冰诀_气宗	g01_寒冰诀_气宗	1	-1	寒冰真气·寒冰诀（施法动作）
1060	g01_御气诀_气宗	g01_御气诀_气宗	g01_御气诀_气宗	g01_御气诀_气宗	g01_御气诀_气宗	g01_御气诀_气宗	g01_御气诀_气宗	g01_御气诀_气宗	g01_御气诀_气宗	g01_御气诀_气宗	1	-1	寒冰真气·御气诀（施法动作）
1061	g01_寒袖拂穴_气宗	g01_寒袖拂穴_气宗	g01_寒袖拂穴_气宗	g01_寒袖拂穴_气宗	g01_寒袖拂穴_气宗	g01_寒袖拂穴_气宗	g01_寒袖拂穴_气宗	g01_寒袖拂穴_气宗	g01_寒袖拂穴_气宗	g01_寒袖拂穴_气宗	1	-1	寒冰真气·寒袖拂穴（施法动作）
1062	g01_碧鸳云萝_魔宗_施法	g01_碧鸳云萝_魔宗_施法	g01_碧鸳云萝_魔宗_施法	g01_碧鸳云萝_魔宗_施法	g01_碧鸳云萝_魔宗_施法	g01_碧鸳云萝_魔宗_施法	g01_碧鸳云萝_魔宗_施法	g01_碧鸳云萝_魔宗_施法	g01_碧鸳云萝_魔宗_施法	g01_碧鸳云萝_魔宗_施法	1	-1	毒经·碧鸳云萝（施法动作）
1063	g01_紫荆泽露_魔宗	g01_紫荆泽露_魔宗	g01_紫荆泽露_魔宗	g01_紫荆泽露_魔宗	g01_紫荆泽露_魔宗	g01_紫荆泽露_魔宗	g01_紫荆泽露_魔宗	g01_紫荆泽露_魔宗	g01_紫荆泽露_魔宗	g01_紫荆泽露_魔宗	1	-1	毒经·紫荆泽露（施法动作）
1064	g01_杜若流芳_魔宗	g01_杜若流芳_魔宗	g01_杜若流芳_魔宗	g01_杜若流芳_魔宗	g01_杜若流芳_魔宗	g01_杜若流芳_魔宗	g01_杜若流芳_魔宗	g01_杜若流芳_魔宗	g01_杜若流芳_魔宗	g01_杜若流芳_魔宗	1	-1	毒经·杜若流芳（施法动作）
1065	g01_孟仙指路_剑宗	g01_孟仙指路_剑宗	g01_孟仙指路_剑宗	g01_孟仙指路_剑宗	g01_孟仙指路_剑宗	g01_孟仙指路_剑宗	g01_孟仙指路_剑宗	g01_孟仙指路_剑宗	g01_孟仙指路_剑宗	g01_孟仙指路_剑宗	1	-1	夺命连环三仙剑·孟仙指路（施法动作）
1066	g01_黑白夺魄_剑宗	g01_黑白夺魄_剑宗	g01_黑白夺魄_剑宗	g01_黑白夺魄_剑宗	g01_黑白夺魄_剑宗	g01_黑白夺魄_剑宗	g01_黑白夺魄_剑宗	g01_黑白夺魄_剑宗	g01_黑白夺魄_剑宗	g01_黑白夺魄_剑宗	1	-1	夺命连环三仙剑·黑白夺魄（施法动作）
1067	g01_命归冥仙_剑宗	g01_命归冥仙_剑宗	g01_命归冥仙_剑宗	g01_命归冥仙_剑宗	g01_命归冥仙_剑宗	g01_命归冥仙_剑宗	g01_命归冥仙_剑宗	g01_命归冥仙_剑宗	g01_命归冥仙_剑宗	g01_命归冥仙_剑宗	1	-1	夺命连环三仙剑·命归冥仙（施法动作）
1068	g01_佛云掌_佛宗	g01_佛云掌_佛宗	g01_佛云掌_佛宗	g01_佛云掌_佛宗	g01_佛云掌_佛宗	g01_佛云掌_佛宗	g01_佛云掌_佛宗	g01_佛云掌_佛宗	g01_佛云掌_佛宗	g01_佛云掌_佛宗	1	-1	达摩拳·佛云掌（施法动作）
1069	g01_罗汉伏魔_佛宗	g01_罗汉伏魔_佛宗	g01_罗汉伏魔_佛宗	g01_罗汉伏魔_佛宗	g01_罗汉伏魔_佛宗	g01_罗汉伏魔_佛宗	g01_罗汉伏魔_佛宗	g01_罗汉伏魔_佛宗	g01_罗汉伏魔_佛宗	g01_罗汉伏魔_佛宗	1	-1	达摩拳·罗汉伏魔（施法动作）
1070	g01_慈悲千叶手_佛宗	g01_慈悲千叶手_佛宗	g01_慈悲千叶手_佛宗	g01_慈悲千叶手_佛宗	g01_慈悲千叶手_佛宗	g01_慈悲千叶手_佛宗	g01_慈悲千叶手_佛宗	g01_慈悲千叶手_佛宗	g01_慈悲千叶手_佛宗	g01_慈悲千叶手_佛宗	1	-1	达摩拳·慈悲千叶手（施法动作）
1071	g01_飞虹见日_儒宗	g01_飞虹见日_儒宗	g01_飞虹见日_儒宗	g01_飞虹见日_儒宗	g01_飞虹见日_儒宗	g01_飞虹见日_儒宗	g01_飞虹见日_儒宗	g01_飞虹见日_儒宗	g01_飞虹见日_儒宗	g01_飞虹见日_儒宗	1	-1	白虹掌·飞虹见日（施法动作）
1072	g01_彩云双飞_儒宗	g01_彩云双飞_儒宗	g01_彩云双飞_儒宗	g01_彩云双飞_儒宗	g01_彩云双飞_儒宗	g01_彩云双飞_儒宗	g01_彩云双飞_儒宗	g01_彩云双飞_儒宗	g01_彩云双飞_儒宗	g01_彩云双飞_儒宗	1	-1	白虹掌·彩云双飞（施法动作）
1073	g01_神游凌云_儒宗	g01_神游凌云_儒宗	g01_神游凌云_儒宗	g01_神游凌云_儒宗	g01_神游凌云_儒宗	g01_神游凌云_儒宗	g01_神游凌云_儒宗	g01_神游凌云_儒宗	g01_神游凌云_儒宗	g01_神游凌云_儒宗	1	-1	白虹掌·神游凌云（施法动作）
1074	g01_六合剑_气宗	g01_六合剑_气宗	g01_六合剑_气宗	g01_六合剑_气宗	g01_六合剑_气宗	g01_六合剑_气宗	g01_六合剑_气宗	g01_六合剑_气宗	g01_六合剑_气宗	g01_六合剑_气宗	1	-1	云谣上水剑·六合剑（施法动作）
1075	g01_灵风剑_气宗	g01_灵风剑_气宗	g01_灵风剑_气宗	g01_灵风剑_气宗	g01_灵风剑_气宗	g01_灵风剑_气宗	g01_灵风剑_气宗	g01_灵风剑_气宗	g01_灵风剑_气宗	g01_灵风剑_气宗	1	-1	云谣上水剑·灵风剑（施法动作）
1076	g01_云水剑_气宗	g01_云水剑_气宗	g01_云水剑_气宗	g01_云水剑_气宗	g01_云水剑_气宗	g01_云水剑_气宗	g01_云水剑_气宗	g01_云水剑_气宗	g01_云水剑_气宗	g01_云水剑_气宗	1	-1	云谣上水剑·云水剑（施法动作）
