INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING
521	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
522	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
523	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
524	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
525	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
526	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
527	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
528	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
529	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
530	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
531	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
532	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
533	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
534	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
535	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
536	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
537	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
538	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
539	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
540	boss_╦─╛°╫пу╔─л_╣е╗ў2	boss_╦─╛°╫пу╔─л_╣е╗ў2	boss_╦─╛°╫пу╔─л_╣е╗ў2	boss_╦─╛°╫пу╔─л_╣е╗ў2	boss_╦─╛°╫пу╔─л_╣е╗ў2	boss_╦─╛°╫пу╔─л_╣е╗ў2	boss_╦─╛°╫пу╔─л_╣е╗ў2	boss_╦─╛°╫пу╔─л_╣е╗ў2	boss_╦─╛°╫пу╔─л_╣е╗ў2	boss_╦─╛°╫пу╔─л_╣е╗ў2	0	-1
541	boss_╦─╛°╫пу╔─л_╘╢│╠╣е╗ў	boss_╦─╛°╫пу╔─л_╘╢│╠╣е╗ў	boss_╦─╛°╫пу╔─л_╘╢│╠╣е╗ў	boss_╦─╛°╫пу╔─л_╘╢│╠╣е╗ў	boss_╦─╛°╫пу╔─л_╘╢│╠╣е╗ў	boss_╦─╛°╫пу╔─л_╘╢│╠╣е╗ў	boss_╦─╛°╫пу╔─л_╘╢│╠╣е╗ў	boss_╦─╛°╫пу╔─л_╘╢│╠╣е╗ў	boss_╦─╛°╫пу╔─л_╘╢│╠╣е╗ў	boss_╦─╛°╫пу╔─л_╘╢│╠╣е╗ў	0	-1
542	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
543	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
544	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
545	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
546	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
547	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
548	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
549	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
550	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
551	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
552	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
553	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
554	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
555	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
556	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
557	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
558	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
559	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
560	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
561	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
562	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
563	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
564	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
565	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
566	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
567	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
568	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
569	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
570	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
571	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	boss_╦─╛°╫пу╔─л_╣е╗ў	0	-1
