INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING	
932	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
933	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
934	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
935	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
936	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
937	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
938	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
939	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
940	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
941	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
942	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
943	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
944	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
945	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
946	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
947	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
948	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
949	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
950	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
951	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
952	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
953	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
954	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
955	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
956	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
957	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
958	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
959	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
960	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
961	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
962	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
963	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
964	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
965	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
966	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
967	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
968	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
969	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
970	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
971	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
972	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
973	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
974	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
975	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
976	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
977	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
978	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
979	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
980	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
981	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
982	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
983	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
984	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
985	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
986	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
987	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
988	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
989	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
990	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
991	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
992	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
993	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
994	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
995	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
996	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
997	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
998	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
999	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
1000	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
1001	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
1002	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
1003	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
1004	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
1005	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
1006	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
1007	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
1008	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
1009	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	Ô¶³Ì¹¥»÷	0	-1	
